Device,MO DUT,MT DUT,MO REF,MT REF
1,-68.0,-61.0,-53.0,-57.0
2,-68.0,-61.0,-51.0,-53.0
3,-68.0,-64.0,-51.0,-52.0
4,-69.0,-64.0,-51.0,-51.0
5,-69.0,-64.0,-51.0,-51.0
6,-68.0,-64.0,-51.0,-51.0
7,-68.0,-64.0,-51.0,-51.0
8,-68.0,-64.0,-51.0,-51.0
9,-65.0,-64.0,-51.0,-55.0
10,-65.0,-64.0,-51.0,-55.5
11,-65.0,-64.0,-52.0,-56.0
12,-68.0,-63.0,-52.0,-55.5
13,-68.0,-63.0,-52.0,-55.0
14,-68.0,-63.0,-52.0,-52.0
15,-68.0,-63.0,-52.0,-52.0
16,-68.0,-63.0,-52.0,-47.0
17,-68.0,-63.0,-52.0,-49.0
18,-57.0,-63.0,-52.0,-51.0
19,-57.0,-63.0,-52.0,-51.0
20,-57.0,-63.0,-52.0,-50.0
21,-57.0,-63.0,-52.0,-50.0
22,-48.0,-63.0,-52.0,-48.0
23,-48.0,-63.0,-52.0,-48.0
24,-50.0,-63.0,-52.0,-52.0
25,-50.0,-63.0,-52.0,-52.0
26,-59.0,-63.0,-52.0,-52.0
27,-59.0,-63.0,-52.0,-50.0
28,-59.0,-63.0,-52.0,-50.0
29,-56.0,-63.0,-52.0,-50.0
30,-56.0,-63.0,-52.0,-49.0
31,-56.0,-63.0,-52.0,-49.5
32,-57.0,-63.0,-52.0,-50.0
33,-57.0,-63.0,-52.0,-50.0
34,-57.0,-63.0,-52.0,-54.0
35,-60.0,-63.0,-52.0,-54.0
36,-60.0,-63.0,-52.0,-54.0
37,-60.0,-63.0,-52.0,-53.0
38,-62.0,-63.0,-52.0,-53.0
39,-62.0,-63.0,-52.0,-53.0
40,-62.0,-63.0,-52.0,-53.0
41,-64.0,-63.0,-52.0,-53.0
42,-64.0,-63.0,-52.0,-53.0
43,-64.0,-63.0,-52.0,-51.0
44,-51.0,-63.0,-52.0,-51.0
45,-51.0,-63.0,-52.0,-51.0
46,-51.0,-63.0,-52.0,-51.0
47,-63.0,-63.0,-52.0,-51.0
48,-63.0,-63.0,-52.0,-51.0
49,-63.0,-63.0,-52.0,-50.0
50,-30.0,-63.0,-52.0,-50.0
51,-30.0,-63.0,-52.0,-50.0
52,-30.0,-63.0,-52.0,-50.0
53,-23.0,-63.0,-52.0,-50.0
54,-23.0,-63.0,-52.0,-50.0
55,-23.0,-63.0,-52.0,-50.0
56,-61.0,-63.0,-52.0,-50.0
57,-61.0,-63.0,-52.0,-50.0
58,-61.0,-63.0,-52.0,-49.0
59,-62.0,-63.0,-52.0,-49.0
60,-62.0,-63.0,-52.0,-49.0
61,-62.0,-63.0,-52.0,-49.0
62,-62.0,-63.0,-52.0,-49.0
63,-62.0,-63.0,-52.0,-49.0
64,-62.0,-63.0,-52.0,-49.0
65,-62.0,-63.0,-52.0,-49.0
66,-62.0,-63.0,-52.0,-49.0
67,-62.0,-63.0,-52.0,-49.0
68,-62.0,-63.0,-52.0,-49.0
69,-62.0,-63.0,-52.0,-49.0
70,-62.0,-63.0,-52.0,-48.0
71,-59.0,-63.0,-52.0,-48.0
72,-59.0,-63.0,-52.0,-48.0
73,-59.0,-63.0,-52.0,-49.0
74,-62.0,-63.0,-52.0,-49.0
75,-62.0,-63.0,-52.0,-49.0
76,-62.0,-63.0,-52.0,-52.0
77,-63.0,-63.0,-52.0,-52.0
78,-63.0,-63.0,-52.0,-52.0
79,-63.0,-63.0,-52.0,-51.0
80,-64.0,-63.0,-52.0,-51.0
81,-64.0,-63.0,-52.0,-51.0
82,-64.0,-63.0,-52.0,-51.0
83,-61.0,-63.0,-52.0,-51.0
84,-61.0,-63.0,-52.0,-51.0
85,-61.0,-63.0,-52.0,-51.0
86,-62.0,-63.0,-52.0,-51.0
87,-62.0,-63.0,-52.0,-51.0
88,-62.0,-63.0,-52.0,-50.0
89,-48.0,-63.0,-52.0,-50.0
90,-48.0,-63.0,-52.0,-50.0
91,-48.0,-63.0,-52.0,-51.0
92,-32.0,-63.0,-52.0,-51.0
93,-32.0,-63.0,-52.0,-51.0
94,-32.0,-63.0,-52.0,-51.0
95,-60.0,-63.0,-52.0,-51.0
96,-60.0,-63.0,-52.0,-51.0
97,-60.0,-63.0,-52.0,-51.0
98,-61.0,-63.0,-52.0,-51.0
99,-61.0,-63.0,-52.0,-51.0
100,-61.0,-63.0,-52.0,-54.0
101,-64.0,-63.0,-52.0,-54.0
102,-64.0,-63.0,-53.0,-54.0
103,-64.0,-63.0,-53.0,-53.0
104,-61.0,-63.0,-53.0,-53.0
105,-61.0,-52.0,-53.0,-53.0
106,-61.0,-52.0,-53.0,-54.0
107,-63.0,-52.0,-53.0,-54.0
108,-63.0,-59.0,-52.0,-54.0
109,-63.0,-59.0,-52.0,-55.0
110,-63.0,-59.0,-52.0,-55.0
111,-63.0,-58.0,-52.0,-55.0
112,-63.0,-58.0,-52.0,-56.0
113,-63.0,-58.0,-52.0,-56.0
114,-63.0,-58.0,-52.0,-56.0
115,-63.0,-58.0,-52.0,-52.0
116,-60.0,-58.0,-52.0,-52.0
117,-60.0,-58.0,-54.0,-52.0
118,-60.0,-58.0,-54.0,-51.0
