Device,DUT,REF
1,-66.0,-63.5
2,-64.0,-64.0
3,-64.0,-64.0
4,-64.0,-63.0
5,-64.0,-63.0
6,-64.0,-63.0
7,-64.0,-61.0
8,-65.0,-61.0
9,-65.0,-61.0
10,-65.0,-62.0
11,-66.0,-62.0
12,-66.0,-62.0
13,-66.0,-67.0
14,-62.0,-67.0
15,-62.0,-67.0
16,-62.0,-67.0
17,-61.0,-67.0
18,-61.0,-67.0
19,-61.0,-68.0
20,-60.0,-68.0
21,-60.0,-68.0
22,-60.0,-68.0
23,-60.0,-68.0
24,-60.0,-68.0
25,-60.0,-68.0
26,-59.0,-68.0
27,-59.0,-68.0
28,-59.0,-67.0
29,-60.0,-67.0
30,-60.0,-67.0
31,-60.0,-68.0
32,-60.0,-68.0
33,-60.0,-68.0
34,-60.0,-68.0
35,-61.0,-68.0
36,-61.0,-68.0
37,-61.0,-69.0
38,-62.0,-69.0
39,-62.0,-69.0
40,-62.0,-68.0
41,-60.0,-68.0
42,-60.0,-68.0
43,-60.0,-68.0
44,-57.0,-68.0
45,-57.0,-62.0
46,-57.0,-62.0
47,-57.0,-62.0
48,-57.0,-63.0
49,-57.0,-63.0
50,-57.0,-63.0
51,-57.0,-68.0
52,-57.0,-68.0
53,-56.0,-68.0
54,-56.0,-68.0
55,-56.0,-68.0
56,-61.0,-68.0
57,-61.0,-65.0
58,-61.0,-65.0
59,-59.0,-65.0
60,-59.0,-65.0
61,-59.0,-65.0
62,-60.0,-65.0
63,-60.0,-66.0
64,-60.0,-66.0
65,-60.0,-66.0
66,-60.0,-66.0
67,-59.0,-66.0
68,-59.0,-66.0
69,-61.0,-65.0
70,-61.0,-65.0
71,-61.0,-65.0
72,-55.0,-62.0
73,-55.0,-62.0
74,-55.0,-62.0
75,-58.0,-63.0
76,-58.0,-63.0
77,-58.0,-63.0
78,-59.0,-63.0
79,-59.0,-63.0
80,-59.0,-63.0
81,-59.0,-63.0
82,-59.0,-63.0
83,-59.0,-63.0
84,-61.0,-63.0
85,-61.0,-63.0
86,-61.0,-64.0
87,-62.0,-64.0
88,-62.0,-64.0
89,-62.0,-67.0
90,-57.0,-67.0
91,-57.0,-67.0
92,-57.0,-70.0
93,-57.0,-70.0
94,-57.0,-70.0
95,-57.0,-66.0
96,-60.0,-66.0
97,-60.0,-66.0
98,-60.0,-65.0
99,-62.0,-65.0
100,-62.0,-65.0
101,-62.0,-64.0
102,-66.0,-64.0
103,-66.0,-64.0
104,-66.0,-65.0
105,-64.0,-65.0
106,-64.0,-65.0
107,-64.0,-64.0
108,-57.0,-64.0
109,-57.0,-55.0
110,-57.0,-55.0
111,-61.0,-55.0
112,-61.0,-58.0
113,-61.0,-58.0
114,-62.0,-58.0
115,-62.0,-58.0
116,-62.0,-58.0
117,-62.0,-58.0
118,-62.0,-57.0
119,-62.0,-57.0
120,-58.0,-57.0
121,-58.0,-59.0
122,-58.0,-59.0
123,-60.0,-59.0
124,-60.0,-62.0
125,-60.0,-62.0
126,-57.0,-62.0
127,-57.0,-68.0
128,-57.0,-68.0
129,-57.0,-68.0
130,-57.0,-67.0
131,-57.0,-67.0
132,-66.0,-67.0
133,-66.0,-65.0
134,-66.0,-65.0
135,-62.0,-65.0
136,-62.0,-70.0
137,-62.0,-70.0
138,-59.0,-70.0
139,-59.0,-70.0
140,-59.0,-70.0
141,-63.0,-70.0
142,-63.0,-67.0
143,-63.0,-67.0
144,-59.0,-67.0
145,-59.0,-71.0
146,-59.0,-71.0
147,-60.0,-71.0
148,-60.0,-65.0
149,-60.0,-65.0
150,-62.0,-65.0
151,-62.0,-65.0
152,-62.0,-65.0
153,-62.0,-65.0
154,-62.0,-63.0
155,-62.0,-63.0
156,-59.0,-63.0
157,-59.0,-63.0
158,-59.0,-63.0
159,-60.0,-63.0
160,-60.0,-63.0
161,-60.0,-63.0
162,-63.0,-62.0
163,-63.0,-62.0
164,-63.0,-62.0
165,-61.0,-63.0
166,-61.0,-63.0
167,-61.0,-63.0
168,-58.0,-65.0
169,-58.0,-65.0
170,-58.0,-65.0
171,-59.0,-62.0
172,-59.0,-62.0
173,-59.0,-62.0
174,-60.0,-63.0
175,-60.0,-63.0
176,-60.0,-63.0
177,-63.0,-66.0
178,-63.0,-66.0
179,-63.0,-66.0
180,-60.0,-65.0
181,-60.0,-65.0
182,-60.0,-65.0
183,-63.0,-65.0
184,-63.0,-65.0
185,-63.0,-65.0
186,-65.0,-65.0
187,-65.0,-65.0
188,-65.0,-65.0
189,-63.0,-60.0
190,-63.0,-60.0
191,-63.0,-60.0
192,-63.0,-63.0
193,-63.0,-63.0
194,-63.0,-63.0
195,-63.0,-62.0
196,-63.0,-62.0
197,-63.0,-62.0
198,-63.0,-63.0
199,-63.0,-63.0
200,-63.0,-63.0
201,-63.0,-64.0
202,-63.0,-64.0
203,-63.0,-64.0
204,-59.0,-64.0
205,-59.0,-64.0
206,-59.0,-64.0
207,-57.0,-65.0
208,-57.0,-65.0
209,-57.0,-65.0
210,-58.0,-66.0
211,-58.0,-66.0
212,-59.0,-66.0
213,-60.0,-71.0
214,-60.0,-71.0
215,-60.0,-71.0
216,-59.0,-71.0
217,-58.0,-71.0
218,-58.0,-71.0
219,-60.0,-70.0
220,-60.0,-70.0
221,-60.0,-70.0
222,-58.0,-65.0
223,-58.0,-65.0
224,-63.0,-65.0
225,-63.0,-67.0
226,-62.0,-67.0
227,-62.0,-67.0
228,-62.0,-65.0
229,-58.0,-65.0
230,-58.0,-65.0
231,-60.0,-64.0
232,-62.0,-64.0
233,-62.0,-64.0
234,-57.0,-65.0
235,-57.0,-65.0
236,-57.0,-65.0
237,-62.0,-66.0
238,-62.0,-66.0
239,-62.0,-66.0
240,-59.0,-65.0
241,-59.0,-65.0
242,-59.0,-65.0
243,-61.0,-65.0
244,-61.0,-65.0
245,-61.0,-65.0
246,-57.0,-63.0
247,-57.0,-63.0
248,-57.0,-63.0
249,-51.0,-67.0
250,-51.0,-67.0
251,-51.0,-67.0
252,-65.0,-66.0
253,-65.0,-66.0
254,-65.0,-66.0
255,-64.0,-66.0
256,-64.0,-66.0
257,-64.0,-66.0
258,-65.0,-67.0
259,-65.0,-67.0
260,-65.0,-67.0
261,-62.0,-63.0
262,-62.0,-63.0
263,-62.0,-63.0
264,-62.0,-57.0
265,-62.0,-57.0
266,-62.0,-57.0
267,-62.0,-57.0
268,-62.0,-57.0
269,-62.0,-57.0
270,-62.0,-60.0
271,-62.0,-60.0
272,-62.0,-60.0
273,-62.0,-66.0
274,-62.0,-66.0
275,-62.0,-66.0
276,-65.0,-67.0
277,-65.0,-67.0
278,-65.0,-67.0
279,-59.0,-68.0
280,-59.0,-68.0
281,-59.0,-68.0
282,-56.0,-65.0
283,-56.0,-65.0
284,-56.0,-65.0
285,-61.0,-66.0
286,-61.0,-66.0
287,-61.0,-66.0
288,-60.0,-67.0
289,-60.0,-67.0
290,-60.0,-67.0
291,-59.0,-69.0
292,-59.0,-69.0
293,-59.0,-69.0
294,-60.0,-70.0
295,-60.0,-70.0
296,-60.0,-70.0
297,-65.0,-69.0
298,-65.0,-69.0
299,-65.0,-69.0
300,-60.0,-64.0
301,-60.0,-64.0
302,-60.0,-64.0
303,-59.0,-66.0
304,-59.0,-66.0
305,-59.0,-66.0
306,-56.0,-69.0
307,-56.0,-69.0
308,-56.0,-69.0
309,-60.0,-68.0
310,-60.0,-68.0
311,-60.0,-68.0
312,-62.0,-64.0
313,-62.0,-64.0
314,-62.0,-64.0
315,-63.0,-63.0
316,-63.0,-63.0
317,-63.0,-63.0
318,-60.0,-63.0
319,-60.0,-63.0
320,-60.0,-63.0
321,-59.0,-63.0
