Device,DUT,REF
322,-59.0,-63.0
323,-59.0,-63.0
324,-58.0,-63.0
325,-58.0,-63.0
326,-58.0,-63.0
327,-57.0,-66.0
328,-57.0,-66.0
329,-57.0,-66.0
330,-62.0,-64.0
331,-62.0,-64.0
332,-62.0,-64.0
333,-63.0,-63.0
334,-63.0,-63.0
335,-63.0,-63.0
336,-60.0,-63.0
337,-60.0,-63.0
338,-60.0,-63.0
339,-65.0,-64.0
340,-65.0,-64.0
341,-65.0,-64.0
342,-62.0,-64.0
343,-62.0,-64.0
344,-62.0,-64.0
345,-59.0,-64.0
346,-59.0,-64.0
347,-59.0,-64.0
348,-62.0,-66.0
349,-62.0,-66.0
350,-62.0,-66.0
351,-56.0,-61.0
352,-56.0,-61.0
353,-56.0,-61.0
354,-59.0,-63.0
355,-59.0,-63.0
356,-59.0,-63.0
357,-58.0,-62.0
358,-58.0,-62.0
359,-58.0,-62.0
360,-60.0,-58.0
361,-60.0,-58.0
362,-60.0,-58.0
363,-61.0,-61.0
364,-61.0,-61.0
365,-61.0,-61.0
366,-62.0,-68.0
367,-62.0,-68.0
368,-62.0,-68.0
369,-63.0,-67.0
370,-63.0,-67.0
371,-63.0,-67.0
372,-60.0,-70.0
373,-60.0,-70.0
374,-60.0,-70.0
375,-59.0,-71.0
376,-59.0,-71.0
377,-59.0,-71.0
378,-65.0,-69.0
379,-65.0,-69.0
380,-65.0,-69.0
381,-63.0,-69.0
382,-63.0,-69.0
383,-63.0,-69.0
384,-61.0,-66.0
385,-61.0,-66.0
386,-62.0,-66.0
387,-62.0,-68.0
388,-62.0,-68.0
389,-65.0,-68.0
390,-65.0,-63.0
391,-61.5,-63.0
392,-58.0,-63.0
393,-59.0,-60.0
394,-60.0,-60.0
395,-60.0,-60.0
396,-61.0,-66.0
397,-61.0,-66.0
398,-59.0,-66.0
399,-59.0,-68.0
400,-59.0,-68.0
401,-62.0,-68.0
402,-62.0,-70.0
403,-62.0,-70.0
404,-62.0,-70.0
405,-62.0,-68.0
406,-62.0,-68.0
407,-59.0,-68.0
408,-59.0,-70.0
409,-59.0,-70.0
410,-60.0,-70.0
411,-60.0,-71.0
412,-60.0,-71.0
413,-56.0,-71.0
414,-56.0,-69.0
415,-56.0,-69.0
416,-62.0,-69.0
417,-62.0,-71.0
418,-62.0,-71.0
419,-63.0,-71.0
420,-63.0,-70.0
421,-63.0,-70.0
422,-66.0,-70.0
423,-66.0,-71.0
424,-66.0,-71.0
425,-60.0,-71.0
426,-60.0,-70.0
427,-60.0,-70.0
428,-61.0,-70.0
429,-61.0,-68.0
430,-61.0,-68.0
431,-64.0,-68.0
432,-64.0,-68.0
433,-64.0,-68.0
434,-62.0,-68.0
435,-62.0,-70.0
436,-62.0,-70.0
437,-63.0,-70.0
438,-63.0,-71.0
439,-63.0,-71.0
440,-59.0,-71.0
441,-59.0,-70.0
442,-59.0,-70.0
443,-58.0,-70.0
444,-58.0,-63.0
445,-58.0,-63.0
446,-59.0,-63.0
447,-59.0,-66.0
448,-59.0,-66.0
449,-66.0,-66.0
450,-66.0,-66.0
451,-66.0,-66.0
452,-58.0,-66.0
453,-58.0,-66.0
454,-58.0,-66.0
455,-60.0,-66.0
456,-60.0,-66.0
457,-60.0,-66.0
458,-60.0,-66.0
459,-60.0,-67.0
460,-60.0,-67.0
461,-61.0,-67.0
462,-61.0,-63.0
463,-61.0,-63.0
464,-61.0,-63.0
465,-61.0,-62.0
466,-61.0,-62.0
467,-60.0,-62.0
468,-60.0,-61.0
469,-60.0,-61.0
470,-58.0,-61.0
471,-58.0,-60.0
472,-58.0,-60.0
473,-59.0,-60.0
474,-59.0,-63.0
475,-59.0,-63.0
476,-57.0,-63.0
477,-57.0,-61.0
478,-57.0,-61.0
479,-59.0,-61.0
480,-59.0,-59.0
481,-59.0,-59.0
482,-58.0,-59.0
483,-58.0,-59.0
484,-58.0,-59.0
485,-60.0,-59.0
486,-60.0,-60.0
487,-60.0,-60.0
488,-62.0,-60.0
489,-62.0,-60.0
490,-62.0,-60.0
491,-59.0,-60.0
492,-59.0,-69.0
493,-59.0,-69.0
494,-58.0,-69.0
495,-58.0,-71.0
496,-58.0,-71.0
497,-58.0,-71.0
498,-58.0,-64.0
499,-58.0,-64.0
500,-63.0,-64.0
501,-63.0,-61.0
502,-63.0,-61.0
503,-64.0,-61.0
504,-64.0,-62.0
505,-64.0,-62.0
506,-62.0,-62.0
507,-62.0,-61.0
508,-62.0,-61.0
509,-59.0,-61.0
510,-59.0,-59.0
511,-59.0,-59.0
512,-60.0,-59.0
513,-60.0,-57.0
514,-60.0,-57.0
515,-60.0,-57.0
516,-60.0,-58.0
517,-60.0,-58.0
518,-59.0,-58.0
519,-59.0,-61.0
520,-59.0,-61.0
521,-61.0,-61.0
522,-61.0,-61.0
523,-61.0,-61.0
524,-62.0,-61.0
525,-62.0,-58.0
526,-62.0,-58.0
527,-58.0,-58.0
528,-58.0,-61.0
529,-58.0,-61.0
530,-57.0,-61.0
531,-57.0,-60.0
532,-57.0,-60.0
533,-61.0,-60.0
534,-61.0,-60.0
535,-61.0,-60.0
536,-56.0,-60.0
537,-56.0,-60.0
538,-56.0,-62.0
539,-59.0,-62.0
540,-59.0,-62.0
541,-59.0,-68.0
542,-61.0,-68.0
543,-61.0,-68.0
544,-61.0,-67.0
545,-59.0,-67.0
546,-59.0,-67.0
547,-59.0,-67.0
548,-58.0,-67.0
549,-58.0,-67.0
550,-58.0,-71.0
551,-60.0,-71.0
552,-60.0,-71.0
553,-60.0,-74.0
554,-64.0,-74.0
555,-64.0,-74.0
556,-64.0,-59.0
557,-59.0,-59.0
558,-59.0,-59.0
559,-64.0,-60.0
560,-64.0,-60.0
561,-64.0,-60.0
562,-60.0,-62.0
563,-60.0,-62.0
564,-57.0,-62.0
565,-57.0,-64.0
566,-61.0,-64.0
567,-61.0,-64.0
568,-61.0,-67.0
569,-61.0,-67.0
570,-61.0,-64.0
571,-61.0,-64.0
572,-64.0,-64.0
573,-64.0,-64.0
574,-64.0,-64.0
575,-63.0,-64.0
576,-63.0,-64.0
577,-63.0,-64.0
578,-61.0,-64.0
579,-61.0,-61.0
580,-61.0,-61.0
581,-55.0,-61.0
582,-55.0,-58.0
583,-55.0,-58.0
584,-58.0,-58.0
585,-58.0,-58.0
586,-58.0,-58.0
587,-57.0,-58.0
588,-57.0,-63.0
589,-57.0,-63.0
590,-56.0,-63.0
591,-56.0,-64.0
592,-56.0,-64.0
593,-57.0,-64.0
594,-57.0,-61.0
595,-57.0,-61.0
596,-57.0,-61.0
597,-57.0,-63.0
598,-57.0,-63.0
599,-59.0,-63.0
600,-59.0,-65.0
601,-59.0,-65.0
602,-64.0,-65.0
603,-64.0,-67.0
604,-64.0,-67.0
605,-62.0,-67.0
606,-62.0,-69.0
607,-62.0,-69.0
608,-61.0,-69.0
609,-61.0,-72.0
610,-61.0,-72.0
611,-65.0,-72.0
612,-65.0,-72.0
613,-65.0,-72.0
614,-64.0,-72.0
615,-64.0,-70.0
616,-64.0,-70.0
617,-62.0,-70.0
618,-62.0,-69.0
619,-62.0,-69.0
620,-62.0,-69.0
621,-62.0,-69.0
622,-62.0,-69.0
623,-59.0,-69.0
624,-59.0,-68.0
625,-59.0,-68.0
626,-59.0,-68.0
627,-59.0,-66.0
628,-59.0,-66.0
629,-59.0,-66.0
630,-59.0,-71.0
631,-59.0,-71.0
632,-58.0,-71.0
633,-58.0,-65.0
634,-58.0,-65.0
635,-61.0,-65.0
636,-61.0,-65.0
637,-61.0,-65.0
638,-62.0,-65.0
639,-62.0,-67.0
640,-62.0,-67.0
641,-61.0,-67.0
642,-61.0,-67.0
643,-61.0,-67.0
644,-61.0,-67.0
645,-61.0,-66.0
646,-61.0,-66.0
647,-60.0,-66.0
648,-60.0,-65.0
649,-60.0,-65.0
650,-59.0,-65.0
651,-59.0,-60.0
652,-59.0,-60.0
653,-61.0,-60.0
654,-61.0,-61.0
655,-61.0,-61.0
656,-65.0,-61.0
657,-65.0,-61.0
658,-65.0,-61.0
659,-58.0,-61.0
660,-58.0,-62.0
661,-58.0,-62.0
662,-62.0,-62.0
663,-62.0,-61.0
664,-62.0,-61.0
665,-59.0,-61.0
666,-59.0,-61.0
667,-59.0,-61.0
668,-57.0,-61.0
669,-57.0,-60.0
670,-57.0,-60.0
671,-55.0,-60.0
672,-55.0,-60.0
673,-55.0,-60.0
674,-59.0,-60.0
675,-59.0,-60.0
676,-59.0,-60.0
677,-58.0,-60.0
678,-58.0,-60.0
679,-58.0,-60.0
680,-60.0,-60.0
681,-60.0,-60.0
682,-60.0,-60.0
683,-62.0,-60.0
684,-62.0,-60.0
685,-62.0,-60.0
686,-57.0,-60.0
687,-57.0,-66.0
688,-57.0,-66.0
689,-56.0,-66.0
690,-56.0,-64.0
691,-56.0,-64.0
692,-61.0,-64.0
693,-61.0,-63.0
694,-61.0,-63.0
695,-57.0,-63.0
696,-57.0,-63.0
697,-57.0,-63.0
698,-58.0,-63.0
699,-58.0,-63.0
700,-58.0,-63.0
701,-61.0,-63.0
702,-61.0,-63.0
703,-61.0,-63.0
704,-60.0,-63.0
705,-60.0,-63.0
706,-60.0,-63.0
707,-57.0,-63.0
708,-57.0,-63.0
709,-57.0,-68.0
710,-57.0,-68.0
711,-57.0,-68.0
712,-57.0,-67.0
713,-60.0,-67.0
714,-60.0,-67.0
715,-60.0,-61.0
716,-61.0,-61.0
717,-61.0,-61.0
718,-61.0,-58.0
719,-63.0,-58.0
720,-63.0,-58.0
721,-63.0,-62.0
722,-61.0,-62.0
723,-61.0,-62.0
724,-61.0,-63.0
725,-60.0,-63.0
726,-60.0,-63.0
727,-60.0,-63.0
728,-61.0,-63.0
729,-61.0,-63.0
730,-61.0,-61.0
731,-62.0,-61.0
732,-62.0,-61.0
733,-62.0,-63.0
734,-62.0,-63.0
735,-62.0,-63.0
736,-62.0,-64.0
737,-62.0,-64.0
738,-61.0,-64.0
739,-61.0,-59.0
740,-61.0,-59.0
741,-61.0,-59.0
742,-61.0,-59.0
743,-59.0,-59.0
744,-59.0,-58.0
745,-59.0,-58.0
746,-59.0,-58.0
747,-59.0,-57.0
748,-59.0,-57.0
749,-59.0,-57.0
750,-59.0,-57.0
751,-59.0,-57.0
752,-59.0,-57.0
753,-59.0,-57.0
754,-59.0,-57.0
755,-57.0,-57.0
756,-57.0,-62.0
757,-57.0,-62.0
758,-59.0,-62.0
759,-59.0,-66.0
760,-59.0,-66.0
761,-58.0,-61.0
762,-58.0,-61.0
763,-58.0,-61.0
764,-58.0,-61.0
765,-58.0,-61.0
766,-58.0,-61.0
767,-60.0,-61.0
768,-60.0,-61.0
769,-60.0,-61.0
770,-59.0,-61.0
771,-59.0,-61.0
772,-59.0,-61.0
773,-59.0,-64.0
774,-59.0,-64.0
775,-59.0,-64.0
776,-57.0,-65.0
777,-57.0,-65.0
778,-57.0,-65.0
779,-60.0,-65.0
780,-60.0,-65.0
781,-60.0,-65.0
782,-58.0,-65.0
783,-58.0,-65.0
784,-58.0,-65.0
785,-59.0,-65.0
786,-59.0,-65.0
787,-59.0,-65.0
788,-61.0,-66.0
789,-61.0,-66.0
790,-61.0,-66.0
791,-60.0,-66.0
792,-60.0,-66.0
793,-60.0,-66.0
794,-61.0,-65.0
795,-61.0,-65.0
796,-61.0,-65.0
797,-59.0,-66.0
798,-59.0,-66.0
799,-59.0,-66.0
800,-60.0,-65.0
801,-60.0,-65.0
802,-60.0,-65.0
803,-58.0,-66.0
804,-58.0,-66.0
805,-58.0,-66.0
806,-59.0,-66.0
807,-59.0,-66.0
808,-59.0,-66.0
809,-63.0,-68.0
810,-63.0,-68.0
811,-63.0,-68.0
812,-56.0,-69.0
813,-56.0,-69.0
814,-56.0,-69.0
815,-57.0,-68.0
816,-57.0,-68.0
817,-57.0,-68.0
818,-55.0,-66.0
819,-55.0,-66.0
820,-55.0,-66.0
821,-56.0,-66.0
822,-56.0,-66.0
823,-56.0,-66.0
824,-59.0,-68.0
825,-59.0,-68.0
826,-59.0,-68.0
827,-61.0,-64.0
828,-61.0,-64.0
829,-61.0,-64.0
830,-60.0,-64.0
831,-60.0,-64.0
832,-60.0,-64.0
833,-59.0,-67.0
834,-59.0,-67.0
835,-59.0,-67.0
836,-58.0,-69.0
837,-58.0,-69.0
838,-58.0,-69.0
839,-54.0,-70.0
840,-54.0,-70.0
841,-54.0,-65.0
842,-56.0,-65.0
843,-56.0,-65.0
844,-56.0,-65.0
845,-60.0,-65.0
846,-60.0,-65.0
847,-60.0,-66.0
848,-60.0,-66.0
849,-60.0,-69.0
850,-60.0,-69.0
851,-58.0,-69.0
852,-58.0,-68.0
853,-58.0,-68.0
854,-61.0,-68.0
855,-61.0,-68.0
856,-61.0,-68.0
857,-58.0,-68.0
858,-58.0,-68.0
859,-62.0,-68.0
860,-62.0,-68.0
861,-62.0,-60.0
862,-61.0,-60.0
863,-61.0,-60.0
864,-61.0,-60.0
865,-54.0,-61.0
866,-54.0,-61.0
867,-54.0,-61.0
868,-61.0,-63.0
869,-61.0,-63.0
870,-61.0,-63.0
871,-59.0,-63.0
872,-59.0,-63.0
873,-60.0,-63.0
874,-60.0,-63.0
875,-60.0,-63.0
876,-60.0,-63.0
877,-60.0,-63.0
878,-64.0,-63.0
879,-64.0,-63.0
880,-64.0,-63.0
881,-59.0,-63.0
882,-59.0,-63.0
883,-59.0,-62.0
884,-61.0,-62.0
885,-61.0,-62.0
886,-61.0,-64.0
887,-56.0,-64.0
888,-56.0,-64.0
889,-56.0,-71.0
890,-59.0,-71.0
891,-59.0,-71.0
892,-59.0,-69.0
893,-61.0,-69.0
894,-61.0,-69.0
895,-61.0,-64.0
896,-57.0,-64.0
897,-57.0,-64.0
898,-57.0,-65.0
899,-58.0,-65.0
900,-58.0,-65.0
901,-58.0,-66.0
902,-55.0,-66.0
903,-55.0,-66.0
904,-55.0,-67.0
905,-59.0,-67.0
906,-59.0,-67.0
907,-59.0,-67.0
908,-62.0,-67.0
909,-62.0,-67.0
910,-62.0,-65.0
911,-59.0,-65.0
912,-59.0,-65.0
913,-59.0,-68.0
914,-61.0,-68.0
915,-61.0,-68.0
916,-61.0,-65.0
917,-58.0,-65.0
918,-58.0,-65.0
919,-58.0,-67.0
920,-63.0,-67.0
921,-63.0,-67.0
922,-63.0,-63.0
923,-59.0,-63.0
924,-59.0,-63.0
925,-59.0,-61.0
926,-61.0,-61.0
927,-61.0,-61.0
928,-61.0,-69.0
929,-60.0,-69.0
930,-60.0,-69.0
931,-60.0,-59.0
932,-66.0,-59.0
933,-66.0,-59.0
934,-66.0,-60.0
935,-61.0,-60.0
936,-61.0,-60.0
937,-61.0,-60.0
938,-60.0,-60.0
939,-60.0,-60.0
940,-60.0,-60.0
941,-58.0,-60.0
942,-58.0,-61.0
943,-58.0,-61.0
944,-58.0,-61.0
945,-58.0,-60.0
946,-58.0,-60.0
947,-60.0,-60.0
948,-60.0,-59.0
949,-60.0,-59.0
950,-59.0,-59.0
951,-59.0,-62.0
952,-59.0,-62.0
953,-56.0,-62.0
954,-56.0,-60.0
955,-56.0,-60.0
956,-59.0,-60.0
957,-59.0,-60.0
958,-59.0,-60.0
959,-63.0,-60.0
960,-63.0,-58.0
961,-63.0,-58.0
962,-62.0,-58.0
963,-62.0,-60.0
964,-62.0,-60.0
965,-59.0,-60.0
966,-59.0,-60.0
967,-59.0,-60.0
968,-57.0,-60.0
969,-57.0,-63.0
970,-57.0,-63.0
971,-58.0,-63.0
972,-58.0,-64.0
973,-58.0,-64.0
974,-60.0,-62.0
975,-60.0,-62.0
976,-60.0,-62.0
977,-58.0,-58.0
978,-58.0,-58.0
979,-58.0,-58.0
980,-58.0,-61.0
981,-58.0,-61.0
982,-58.0,-61.0
983,-59.0,-62.0
984,-59.0,-62.0
985,-59.0,-62.0
986,-56.0,-63.0
987,-56.0,-63.0
988,-56.0,-63.0
989,-58.0,-65.0
990,-58.0,-65.0
991,-58.0,-65.0
992,-58.0,-65.0
993,-58.0,-65.0
994,-58.0,-65.0
995,-56.0,-69.0
996,-56.0,-69.0
997,-56.0,-69.0
998,-59.0,-68.0
999,-59.0,-68.0
1000,-59.0,-68.0
1001,-62.0,-68.0
1002,-62.0,-68.0
1003,-62.0,-68.0
1004,-58.0,-66.0
1005,-58.0,-66.0
1006,-58.0,-66.0
1007,-56.0,-66.0
1008,-56.0,-66.0
1009,-56.0,-66.0
1010,-56.0,-68.0
1011,-56.0,-68.0
1012,-56.0,-68.0
1013,-58.0,-68.0
1014,-58.0,-68.0
1015,-58.0,-68.0
1016,-59.0,-71.0
1017,-59.0,-71.0
1018,-59.0,-71.0
1019,-58.0,-66.0
1020,-58.0,-66.0
1021,-58.0,-66.0
1022,-58.0,-66.0
1023,-58.0,-66.0
1024,-58.0,-66.0
1025,-62.0,-66.0
1026,-62.0,-66.0
1027,-62.0,-66.0
1028,-59.0,-62.0
1029,-59.0,-62.0
1030,-59.0,-62.0
1031,-60.0,-64.0
1032,-60.0,-64.0
1033,-60.0,-64.0
1034,-60.0,-63.0
1035,-60.0,-63.0
1036,-60.0,-63.0
1037,-59.0,-64.0
1038,-59.0,-64.0
1039,-59.0,-64.0
1040,-59.0,-63.0
1041,-59.0,-63.0
1042,-59.0,-63.0
1043,-56.0,-63.0
1044,-56.0,-63.0
1045,-56.0,-63.0
1046,-58.0,-63.0
1047,-58.0,-63.0
1048,-58.0,-63.0
1049,-57.0,-63.0
1050,-57.0,-63.0
1051,-57.0,-63.0
1052,-59.0,-63.0
1053,-59.0,-63.0
1054,-58.0,-63.0
1055,-57.0,-63.0
1056,-57.0,-63.0
1057,-57.0,-63.0
1058,-57.0,-63.0
1059,-58.5,-63.0
1060,-60.0,-63.0
1061,-60.0,-63.0
1062,-60.0,-63.0
1063,-60.0,-63.0
1064,-58.0,-60.0
1065,-58.0,-60.0
1066,-56.0,-60.0
1067,-56.0,-60.0
1068,-56.0,-60.0
1069,-57.0,-60.0
1070,-57.0,-65.0
1071,-57.5,-65.0
1072,-58.0,-65.0
1073,-58.0,-69.0
1074,-64.0,-69.0
1075,-64.0,-69.0
1076,-64.0,-69.0
1077,-56.0,-69.0
1078,-56.0,-69.0
1079,-56.0,-70.0
1080,-62.0,-70.0
1081,-62.0,-70.0
1082,-61.0,-70.0
1083,-60.0,-70.0
1084,-60.0,-70.0
1085,-57.0,-63.0
1086,-57.0,-63.0
1087,-57.0,-63.0
1088,-59.0,-65.0
1089,-59.0,-65.0
1090,-62.0,-65.0
1091,-62.0,-58.0
1092,-62.0,-58.0
1093,-59.0,-58.0
1094,-59.0,-64.0
1095,-59.0,-64.0
1096,-58.0,-64.0
1097,-58.0,-64.0
1098,-58.0,-64.0
1099,-60.0,-64.0
1100,-60.0,-64.0
1101,-60.0,-64.0
1102,-59.0,-64.0
1103,-59.0,-64.0
1104,-59.0,-64.0
1105,-58.0,-64.0
1106,-58.0,-64.0
1107,-58.0,-64.0
1108,-61.0,-64.0
1109,-61.0,-64.0
1110,-61.0,-64.0
1111,-61.0,-64.0
1112,-61.0,-64.0
1113,-61.0,-64.0
1114,-60.0,-64.0
1115,-60.0,-64.0
1116,-60.0,-58.0
1117,-61.0,-58.0
1118,-61.0,-58.0
1119,-61.0,-58.0
1120,-59.0,-58.0
1121,-59.0,-58.0
1122,-59.0,-60.0
1123,-59.0,-60.0
1124,-59.0,-60.0
1125,-59.0,-64.0
1126,-60.0,-64.0
1127,-60.0,-64.0
1128,-60.0,-63.0
1129,-57.0,-63.0
1130,-57.0,-63.0
1131,-57.0,-58.0
1132,-58.0,-58.0
1133,-58.0,-58.0
1134,-58.0,-58.0
1135,-61.0,-58.0
1136,-61.0,-58.0
1137,-61.0,-63.0
1138,-62.0,-63.0
1139,-62.0,-63.0
1140,-62.0,-66.0
1141,-57.0,-66.0
1142,-57.0,-66.0
1143,-57.0,-68.0
1144,-57.0,-68.0
1145,-57.0,-68.0
1146,-57.0,-65.0
1147,-56.0,-65.0
1148,-56.0,-65.0
1149,-56.0,-64.0
1150,-61.0,-64.0
1151,-61.0,-70.0
1152,-61.0,-70.0
