Device,MO DUT,MT DUT,MO REF,MT REF
234,-56.0,-73.5,-79.0,-69.0
235,-56.0,-74.0,-79.0,-69.0
236,-58.0,-74.0,-79.0,-68.0
237,-58.0,-74.0,-78.0,-68.0
238,-58.0,-74.0,-78.0,-69.0
239,-58.0,-74.0,-78.0,-69.0
240,-58.0,-74.0,-77.0,-68.5
241,-58.0,-75.0,-77.0,-68.0
242,-56.0,-75.0,-77.0,-68.0
243,-56.0,-75.0,-76.0,-68.0
244,-56.0,-75.0,-76.0,-68.0
245,-57.0,-75.0,-76.0,-68.0
246,-57.0,-75.0,-78.0,-70.0
247,-57.0,-75.0,-78.0,-70.0
248,-65.0,-75.0,-78.0,-70.0
249,-65.0,-75.0,-79.0,-69.0
250,-65.0,-75.0,-79.0,-69.0
251,-65.0,-75.0,-79.0,-69.0
252,-65.0,-75.0,-77.0,-70.0
253,-65.0,-75.0,-77.0,-70.0
254,-65.0,-75.0,-77.0,-70.0
255,-65.0,-75.0,-76.0,-70.0
256,-65.0,-75.0,-76.0,-70.0
257,-63.0,-75.0,-76.0,-70.0
258,-63.0,-75.0,-77.0,-69.0
259,-63.0,-75.0,-77.0,-69.0
260,-63.0,-75.0,-77.0,-69.0
261,-63.0,-75.0,-75.0,-69.0
262,-63.0,-75.0,-75.0,-69.0
263,-64.0,-75.0,-75.0,-69.0
264,-64.0,-75.0,-76.0,-69.0
265,-64.0,-75.0,-76.0,-69.0
266,-64.0,-75.0,-76.0,-68.0
267,-64.0,-75.0,-75.0,-68.0
268,-64.0,-75.0,-75.0,-68.0
269,-62.0,-75.0,-75.0,-68.0
270,-62.0,-75.0,-76.0,-68.0
271,-62.0,-75.0,-76.0,-68.0
272,-64.0,-75.0,-76.0,-68.0
273,-64.0,-75.0,-76.0,-70.0
274,-64.0,-75.0,-76.0,-70.5
275,-64.0,-75.0,-76.0,-71.0
276,-64.0,-75.0,-76.0,-70.0
277,-64.0,-75.0,-76.0,-70.0
278,-64.0,-75.0,-76.0,-68.0
279,-64.0,-75.0,-76.0,-68.0
280,-64.0,-75.0,-76.0,-68.0
281,-64.0,-75.0,-76.0,-68.0
282,-64.0,-75.0,-76.0,-68.0
283,-64.0,-75.0,-76.0,-68.0
284,-65.0,-75.0,-76.0,-68.0
285,-65.0,-75.0,-76.0,-69.0
286,-65.0,-75.0,-76.0,-69.0
287,-66.0,-75.0,-76.0,-69.0
288,-66.0,-75.0,-76.0,-69.0
289,-66.0,-75.0,-76.0,-69.0
290,-65.0,-75.0,-76.0,-69.0
291,-65.0,-75.0,-76.0,-69.0
292,-65.0,-75.0,-76.0,-69.0
293,-63.0,-75.0,-76.0,-69.0
294,-63.0,-75.0,-76.0,-69.0
295,-63.0,-75.0,-76.0,-69.0
296,-63.0,-75.0,-76.0,-70.0
297,-63.0,-75.0,-76.0,-70.0
298,-63.0,-75.0,-76.0,-70.0
299,-62.0,-75.0,-76.0,-70.0
300,-62.0,-75.0,-76.0,-70.0
301,-62.0,-75.0,-76.0,-70.0
302,-62.0,-75.0,-76.0,-71.0
303,-62.0,-75.0,-76.0,-71.0
304,-62.0,-75.0,-76.0,-71.0
305,-62.0,-75.0,-76.0,-69.0
306,-62.0,-75.0,-76.0,-69.0
307,-62.0,-75.0,-76.0,-69.0
308,-63.0,-75.0,-76.0,-70.0
309,-63.0,-75.0,-76.0,-70.0
310,-63.0,-75.0,-76.0,-70.0
311,-63.0,-75.0,-76.0,-70.0
312,-63.0,-75.0,-76.0,-70.0
313,-63.0,-75.0,-76.0,-70.0
314,-62.0,-75.0,-76.0,-70.0
315,-62.0,-75.0,-76.0,-70.0
316,-62.0,-75.0,-76.0,-70.0
317,-63.0,-75.0,-76.0,-69.0
318,-63.0,-75.0,-76.0,-69.0
319,-63.0,-75.0,-76.0,-69.0
320,-63.0,-75.0,-76.0,-69.0
321,-63.0,-75.0,-76.0,-69.0
322,-63.0,-75.0,-76.0,-69.0
323,-63.0,-75.0,-76.0,-69.0
324,-63.0,-75.0,-76.0,-69.0
325,-63.0,-75.0,-76.0,-69.0
326,-63.0,-75.0,-76.0,-69.0
327,-63.0,-75.0,-76.0,-69.0
328,-63.0,-75.0,-76.0,-69.0
329,-63.0,-74.0,-76.0,-68.0
330,-63.0,-74.0,-76.0,-68.0
331,-63.0,-74.0,-76.0,-68.0
332,-63.0,-74.0,-76.0,-70.0
333,-63.0,-74.0,-76.0,-70.0
334,-63.0,-74.0,-76.0,-70.0
335,-63.0,-74.0,-76.0,-71.0
336,-63.0,-74.0,-76.0,-71.0
337,-63.0,-74.0,-76.0,-71.0
338,-62.0,-74.0,-76.0,-70.0
339,-62.0,-74.0,-76.0,-70.0
340,-62.0,-74.0,-76.0,-70.0
341,-59.0,-73.0,-76.0,-69.0
342,-59.0,-73.0,-77.0,-69.0
343,-59.0,-73.0,-78.0,-69.0
344,-59.0,-73.0,-78.0,-68.0
345,-59.0,-73.0,-79.0,-68.0
346,-59.0,-73.0,-79.0,-68.0
347,-58.0,-74.0,-79.0,-68.0
348,-58.0,-74.0,-77.0,-68.0
349,-58.0,-74.0,-77.0,-68.0
350,-59.0,-74.0,-77.0,-68.0
351,-59.0,-74.0,-77.0,-68.0
352,-59.0,-74.0,-77.5,-68.0
353,-60.0,-74.0,-78.0,-69.0
354,-60.0,-74.0,-78.5,-69.0
355,-60.0,-74.0,-79.0,-69.0
356,-60.0,-73.0,-78.0,-70.0
357,-60.0,-73.0,-77.0,-70.0
358,-60.0,-73.0,-77.0,-70.0
359,-60.0,-74.0,-78.0,-71.0
360,-60.0,-74.0,-78.0,-71.0
361,-60.0,-74.0,-79.0,-71.0
362,-60.0,-74.0,-78.5,-68.0
363,-60.0,-74.0,-78.0,-68.0
364,-60.0,-74.0,-78.0,-68.0
365,-59.0,-74.0,-78.0,-68.0
366,-59.0,-74.0,-78.0,-68.0
367,-59.0,-74.0,-78.0,-68.0
368,-59.0,-74.0,-79.0,-68.0
369,-59.0,-74.0,-79.0,-68.0
370,-59.0,-74.0,-79.0,-68.0
371,-59.0,-74.0,-77.0,-67.0
372,-59.0,-74.0,-77.0,-67.0
373,-59.0,-74.0,-77.0,-67.0
374,-62.0,-74.0,-77.0,-68.0
375,-62.0,-74.0,-77.0,-68.0
376,-62.0,-74.0,-77.0,-68.0
377,-64.0,-74.0,-75.0,-68.0
378,-64.0,-74.0,-75.0,-68.0
379,-64.0,-74.0,-75.0,-68.0
380,-64.0,-74.0,-76.0,-69.0
381,-64.0,-74.0,-76.0,-69.0
382,-64.0,-74.0,-76.0,-69.0
383,-63.0,-74.0,-76.0,-70.0
384,-63.0,-74.0,-76.0,-70.0
385,-63.0,-74.0,-76.0,-70.0
386,-63.0,-74.0,-76.0,-70.0
387,-63.0,-74.0,-76.0,-70.0
388,-63.0,-74.0,-76.0,-70.0
389,-63.0,-74.0,-76.0,-70.0
390,-63.0,-74.0,-76.0,-70.0
391,-63.0,-74.0,-77.0,-70.0
392,-63.0,-74.0,-77.0,-69.0
393,-63.0,-74.0,-77.0,-69.0
394,-63.0,-74.0,-77.0,-68.0
395,-63.0,-74.0,-77.0,-68.0
396,-63.0,-74.0,-77.0,-68.5
397,-63.0,-74.0,-77.0,-69.0
398,-64.0,-74.0,-77.0,-68.0
399,-64.0,-74.0,-77.0,-68.0
400,-64.0,-74.0,-77.0,-68.0
401,-63.0,-74.0,-77.0,-68.0
402,-63.0,-74.0,-77.0,-68.0
403,-63.0,-74.0,-77.0,-69.0
404,-64.0,-74.0,-77.0,-69.0
405,-64.0,-74.0,-77.0,-69.0
406,-64.0,-74.0,-77.0,-69.0
407,-64.0,-74.0,-77.0,-69.0
408,-64.0,-74.0,-77.0,-69.0
409,-64.0,-74.0,-77.0,-69.5
410,-64.0,-74.0,-77.0,-70.0
411,-64.0,-74.0,-77.0,-70.0
412,-64.0,-74.0,-77.0,-70.0
413,-64.0,-74.0,-77.0,-70.0
414,-64.0,-74.0,-77.0,-69.0
415,-64.0,-74.0,-77.0,-69.0
416,-64.0,-74.0,-77.0,-69.0
417,-64.0,-74.0,-77.0,-68.5
418,-64.0,-74.0,-77.0,-68.0
419,-64.0,-74.0,-77.0,-67.0
420,-64.0,-74.0,-77.0,-67.0
421,-64.0,-74.0,-77.0,-70.0
422,-63.0,-74.0,-77.0,-69.0
423,-63.0,-74.0,-77.0,-68.0
424,-63.0,-74.0,-77.0,-68.0
425,-63.0,-74.0,-77.0,-68.0
426,-63.0,-74.0,-77.0,-68.0
427,-63.0,-74.0,-77.0,-69.0
428,-63.0,-74.0,-77.0,-69.0
429,-63.0,-74.0,-77.0,-70.0
430,-63.0,-74.0,-77.0,-70.0
431,-63.0,-74.0,-77.0,-70.5
432,-63.0,-74.0,-77.0,-71.0
433,-63.0,-74.0,-77.0,-71.0
434,-63.0,-74.0,-77.0,-71.0
435,-63.0,-74.0,-77.0,-71.0
436,-63.0,-74.0,-77.0,-71.0
437,-63.0,-74.0,-77.0,-70.0
438,-63.0,-74.0,-77.0,-70.0
439,-63.0,-74.0,-77.0,-70.0
440,-63.0,-74.0,-77.0,-71.0
441,-63.0,-74.0,-77.0,-71.0
442,-63.0,-74.0,-77.0,-71.0
443,-63.0,-74.0,-77.0,-71.0
444,-64.0,-74.0,-77.0,-71.0
445,-64.0,-74.0,-77.0,-71.0
446,-64.0,-74.0,-77.0,-71.0
447,-64.0,-74.0,-77.0,-71.0
448,-64.0,-74.0,-77.0,-71.0
449,-64.0,-73.0,-77.0,-69.0
450,-63.0,-73.0,-77.0,-69.0
451,-63.0,-73.0,-77.0,-69.0
452,-63.0,-74.0,-77.0,-69.0
453,-64.0,-74.0,-77.0,-69.0
454,-64.0,-74.0,-77.0,-69.0
455,-64.0,-74.0,-77.0,-69.0
456,-61.0,-74.0,-77.0,-70.0
457,-61.0,-74.0,-77.0,-71.0
458,-61.0,-73.0,-77.0,-70.0
459,-59.0,-73.0,-77.0,-70.0
460,-59.0,-73.0,-78.0,-69.0
461,-59.0,-73.0,-78.0,-69.0
462,-59.0,-73.0,-78.0,-69.0
463,-59.0,-73.0,-78.0,-69.0
464,-59.0,-74.0,-78.0,-69.0
465,-59.0,-74.0,-78.0,-69.0
466,-59.0,-74.0,-78.0,-69.0
467,-59.0,-73.0,-78.0,-69.0
468,-59.0,-73.0,-78.0,-69.0
469,-59.0,-73.0,-77.0,-68.0
470,-59.0,-73.0,-77.0,-68.0
471,-59.0,-73.0,-77.0,-68.0
472,-59.0,-73.0,-77.0,-68.0
473,-59.0,-73.0,-77.0,-68.0
474,-59.0,-73.0,-77.0,-68.0
475,-59.0,-73.0,-77.0,-68.0
476,-59.0,-73.0,-77.0,-68.0
477,-59.0,-73.0,-77.0,-68.0
478,-59.0,-73.0,-75.0,-68.0
479,-59.0,-73.0,-75.0,-70.0
480,-58.0,-73.0,-75.0,-70.0
481,-58.0,-73.0,-75.0,-70.0
482,-58.0,-73.0,-75.0,-71.0
483,-59.0,-73.0,-75.0,-71.0
484,-59.0,-73.0,-76.0,-71.0
485,-59.0,-73.0,-76.0,-68.0
486,-59.0,-73.0,-78.0,-68.0
487,-59.0,-73.0,-78.0,-68.0
488,-59.0,-73.0,-78.0,-69.0
489,-60.0,-73.0,-77.0,-69.0
490,-60.0,-73.0,-77.0,-69.0
491,-60.0,-73.0,-77.0,-69.0
492,-62.0,-73.0,-76.0,-69.0
493,-62.0,-73.0,-76.0,-69.0
494,-62.0,-73.0,-76.0,-69.0
495,-62.0,-73.0,-75.0,-69.0
496,-62.0,-73.0,-75.0,-69.0
497,-62.0,-73.0,-75.0,-69.0
498,-61.0,-73.0,-76.0,-69.0
499,-61.0,-73.0,-76.0,-69.0
500,-61.0,-73.0,-74.0,-69.0
501,-62.0,-73.0,-74.0,-69.0
502,-62.0,-73.0,-74.0,-69.0
503,-62.0,-73.0,-76.0,-68.0
504,-63.0,-73.0,-76.0,-68.0
505,-63.0,-73.0,-77.0,-68.0
506,-63.0,-73.0,-77.0,-69.0
507,-61.0,-73.0,-77.0,-69.0
508,-61.0,-73.0,-77.0,-69.0
509,-61.0,-73.0,-77.0,-70.0
510,-62.0,-73.0,-77.0,-70.0
511,-62.0,-73.0,-76.0,-70.0
512,-62.0,-73.0,-75.0,-71.0
513,-62.0,-73.0,-75.0,-71.0
514,-62.0,-73.0,-75.0,-71.0
515,-62.0,-73.0,-75.0,-69.0
516,-62.0,-73.0,-75.0,-69.0
517,-62.0,-73.0,-75.0,-69.0
518,-62.0,-73.0,-75.0,-69.0
519,-62.0,-73.0,-75.0,-69.0
520,-62.0,-73.0,-75.0,-69.0
521,-62.0,-73.0,-75.0,-69.0
522,-63.0,-73.0,-75.0,-69.0
523,-63.0,-73.0,-75.0,-69.0
524,-63.0,-73.0,-75.0,-68.0
525,-63.0,-73.0,-75.0,-68.0
526,-63.0,-73.0,-75.0,-68.0
527,-63.0,-73.0,-75.0,-69.0
528,-61.0,-73.0,-75.0,-69.0
529,-61.0,-73.0,-75.0,-69.0
530,-61.0,-73.0,-75.0,-68.0
531,-63.0,-73.0,-75.0,-68.0
532,-63.0,-73.0,-75.0,-68.0
533,-63.0,-73.0,-75.0,-71.0
534,-63.0,-73.0,-75.0,-71.0
535,-63.0,-73.0,-75.0,-71.0
536,-63.0,-73.0,-75.0,-68.0
537,-62.0,-73.0,-75.0,-68.0
538,-62.0,-73.0,-75.0,-68.0
539,-62.0,-73.0,-75.0,-69.0
540,-62.0,-73.0,-75.0,-69.0
541,-62.0,-73.0,-75.0,-69.0
542,-62.0,-73.0,-75.0,-68.0
543,-63.0,-73.0,-75.0,-68.0
544,-63.0,-73.0,-75.0,-68.0
545,-63.0,-73.0,-75.0,-71.0
546,-63.0,-73.0,-75.0,-71.0
547,-63.0,-73.0,-75.0,-71.0
548,-63.0,-73.0,-75.0,-71.0
549,-62.0,-73.0,-75.0,-71.0
550,-62.0,-73.0,-75.0,-71.0
551,-62.0,-73.0,-75.0,-71.0
552,-63.0,-73.0,-75.0,-71.0
553,-63.0,-73.0,-75.0,-71.0
554,-63.0,-73.0,-75.0,-70.0
555,-63.0,-73.0,-75.0,-70.0
556,-63.0,-73.0,-75.0,-70.0
557,-63.0,-73.0,-75.0,-71.0
558,-62.0,-73.0,-75.0,-71.0
559,-62.0,-73.0,-75.0,-71.0
560,-62.0,-73.0,-75.0,-70.0
561,-62.0,-73.0,-75.0,-70.0
562,-62.0,-73.0,-75.0,-70.0
563,-62.0,-73.0,-75.0,-69.0
564,-62.0,-73.0,-75.0,-69.0
565,-62.0,-73.0,-75.0,-69.0
566,-62.0,-72.0,-75.0,-69.0
567,-63.0,-72.0,-75.0,-69.0
568,-63.0,-72.0,-75.0,-69.0
569,-63.0,-73.0,-76.0,-70.0
570,-63.0,-73.0,-76.0,-70.0
571,-63.0,-73.0,-76.0,-71.0
572,-63.0,-73.0,-77.0,-71.0
573,-62.0,-73.0,-77.0,-69.0
574,-62.0,-74.0,-77.0,-69.0
575,-62.0,-74.0,-77.0,-69.0
576,-63.0,-74.0,-77.0,-69.0
577,-63.0,-73.0,-77.0,-69.0
578,-63.0,-73.0,-77.0,-69.0
579,-62.0,-73.0,-77.0,-69.0
580,-62.0,-73.0,-77.0,-69.0
581,-62.0,-73.0,-76.0,-69.0
582,-59.0,-73.0,-76.0,-69.0
583,-59.0,-73.0,-76.0,-69.0
584,-59.0,-73.0,-75.0,-69.0
585,-58.0,-73.0,-75.0,-69.0
586,-58.0,-73.0,-75.0,-69.0
587,-58.0,-73.0,-74.0,-69.0
588,-58.0,-72.0,-74.0,-69.0
589,-58.0,-72.0,-74.0,-69.0
590,-58.0,-73.0,-74.0,-69.0
591,-59.0,-73.0,-74.0,-69.0
592,-59.0,-73.0,-74.0,-69.0
593,-58.5,-73.0,-76.0,-69.0
594,-58.0,-73.0,-76.0,-69.0
595,-58.0,-73.0,-76.0,-70.0
596,-58.0,-73.0,-76.0,-70.0
597,-58.0,-73.0,-76.0,-68.0
598,-58.0,-73.0,-76.0,-68.0
599,-58.0,-73.0,-76.0,-68.0
600,-58.0,-73.0,-76.0,-68.0
601,-58.0,-73.0,-76.0,-68.0
602,-58.0,-73.0,-76.0,-69.0
603,-58.0,-73.0,-76.0,-68.5
604,-58.0,-73.0,-76.0,-68.0
605,-58.0,-73.0,-76.0,-68.0
606,-58.0,-73.0,-76.0,-68.0
607,-59.0,-73.0,-76.0,-69.0
608,-59.0,-73.0,-75.0,-68.5
609,-59.0,-73.0,-75.0,-68.0
610,-59.0,-73.0,-75.0,-69.0
611,-59.0,-73.0,-74.0,-70.0
612,-62.0,-73.0,-74.0,-71.0
613,-62.0,-73.0,-74.0,-71.0
614,-62.0,-73.0,-75.0,-71.0
615,-62.0,-73.0,-75.0,-69.0
616,-62.0,-73.0,-75.0,-69.0
617,-62.5,-73.0,-76.0,-69.0
618,-63.0,-73.0,-76.0,-69.0
619,-62.5,-73.0,-76.0,-69.0
620,-62.0,-73.0,-78.0,-69.0
621,-62.0,-73.0,-78.0,-69.0
622,-62.0,-73.0,-78.0,-69.0
623,-62.0,-73.0,-75.0,-69.0
624,-62.0,-73.0,-75.0,-69.0
625,-62.0,-73.0,-75.0,-69.0
626,-62.0,-73.0,-75.0,-69.0
627,-62.0,-73.0,-75.0,-69.0
628,-62.0,-73.0,-75.0,-69.0
629,-62.0,-73.0,-74.0,-69.0
630,-62.0,-73.0,-74.0,-69.0
631,-62.0,-73.0,-74.0,-69.0
632,-62.0,-73.0,-74.0,-69.0
633,-62.0,-73.0,-74.0,-69.0
634,-62.0,-73.0,-74.0,-69.0
