Device,DUT,REF
1,-70.0,-55.0
2,-70.0,-55.0
3,-70.0,-55.0
4,-72.0,-55.0
5,-72.0,-55.0
6,-72.0,-55.0
7,-68.0,-54.0
8,-68.0,-54.0
9,-68.0,-54.0
10,-72.0,-54.0
11,-72.0,-54.0
12,-72.0,-54.0
13,-70.0,-58.0
14,-70.0,-58.0
15,-70.0,-58.0
16,-70.0,-60.0
17,-70.0,-60.0
18,-70.0,-60.0
19,-71.0,-61.0
20,-71.0,-61.0
21,-71.0,-61.0
22,-70.0,-60.0
23,-70.0,-60.0
24,-70.0,-60.0
25,-68.0,-60.0
26,-68.0,-60.0
27,-68.0,-60.0
28,-69.0,-62.0
29,-69.0,-62.0
30,-69.0,-62.0
31,-68.0,-61.0
32,-68.0,-61.0
33,-68.0,-61.0
34,-67.0,-62.0
35,-67.0,-62.0
36,-67.0,-62.0
37,-70.0,-60.0
38,-70.0,-60.0
39,-70.0,-60.0
40,-70.0,-59.0
41,-70.0,-59.0
42,-70.0,-59.0
43,-70.0,-59.0
44,-70.0,-59.0
45,-70.0,-59.0
46,-72.0,-57.0
47,-72.0,-57.0
48,-72.0,-57.0
49,-74.0,-57.0
50,-74.0,-58.0
51,-74.0,-58.0
52,-72.0,-58.0
53,-72.0,-59.0
54,-72.0,-59.0
55,-81.0,-59.0
56,-81.0,-62.0
57,-81.0,-62.0
58,-56.0,-62.0
59,-56.0,-62.0
60,-56.0,-62.0
61,-53.0,-62.0
62,-53.0,-61.0
63,-53.0,-61.0
64,-60.0,-61.0
65,-60.0,-61.0
66,-60.0,-61.0
67,-56.0,-61.0
68,-56.0,-63.0
69,-56.0,-63.0
70,-55.0,-63.0
71,-55.0,-63.0
72,-55.0,-63.0
73,-61.0,-63.0
74,-61.0,-71.0
75,-61.0,-71.0
76,-61.0,-71.0
77,-61.0,-73.0
78,-61.0,-73.0
79,-62.0,-73.0
80,-62.0,-68.0
81,-62.0,-68.0
82,-58.0,-68.0
83,-58.0,-68.0
84,-58.0,-68.0
85,-59.0,-68.0
86,-59.0,-68.0
87,-59.0,-68.0
88,-62.0,-68.0
89,-62.0,-68.0
90,-62.0,-68.0
91,-65.0,-68.0
92,-65.0,-68.0
93,-65.0,-68.0
94,-71.0,-68.0
95,-71.0,-73.0
96,-71.0,-73.0
97,-72.0,-73.0
98,-72.0,-73.0
99,-75.0,-73.0
100,-75.0,-73.0
101,-75.0,-74.0
102,-75.0,-74.0
103,-75.0,-74.0
104,-75.0,-75.0
105,-75.0,-75.0
106,-75.0,-75.0
107,-75.0,-77.0
108,-74.0,-77.0
109,-74.0,-77.0
110,-73.5,-74.0
111,-73.0,-74.0
112,-73.0,-74.0
113,-73.0,-78.0
114,-73.0,-78.0
115,-74.0,-78.0
116,-75.0,-84.0
117,-75.0,-84.0
118,-75.0,-84.0
119,-75.0,-88.0
120,-75.0,-88.0
121,-75.0,-88.0
122,-75.0,-88.0
123,-71.0,-88.0
124,-71.0,-88.0
125,-71.0,-89.0
126,-71.0,-89.0
127,-71.0,-89.0
128,-71.0,-90.0
129,-73.0,-90.0
130,-73.0,-90.0
131,-73.5,-57.0
132,-74.0,-57.0
133,-74.0,-57.0
134,-74.0,-60.0
135,-74.0,-60.0
136,-74.0,-60.0
137,-73.0,-58.0
138,-73.0,-58.0
139,-73.0,-58.0
140,-73.0,-58.0
141,-73.0,-58.0
142,-73.0,-58.0
143,-76.0,-58.0
144,-76.0,-58.0
145,-76.0,-58.0
146,-76.0,-58.0
147,-76.0,-58.0
148,-78.0,-58.0
149,-78.0,-58.0
150,-78.0,-58.0
151,-81.0,-58.0
152,-81.0,-57.0
153,-81.0,-57.0
154,-82.0,-57.0
155,-82.0,-57.0
156,-82.0,-57.0
157,-81.0,-57.0
158,-81.0,-58.0
159,-80.0,-58.0
160,-80.0,-58.0
161,-80.0,-58.0
162,-81.0,-58.0
163,-81.0,-58.0
164,-81.0,-59.0
165,-58.0,-59.0
166,-58.0,-59.0
167,-58.0,-59.0
168,-62.0,-59.0
169,-62.0,-59.0
170,-62.0,-58.0
171,-62.0,-58.0
172,-62.0,-58.0
173,-62.0,-58.0
174,-63.0,-56.0
175,-63.0,-56.0
176,-63.0,-56.0
177,-63.0,-55.0
178,-63.0,-55.0
179,-63.0,-55.0
180,-60.0,-55.0
181,-60.0,-55.0
182,-60.0,-55.0
183,-60.0,-53.0
184,-60.0,-53.0
185,-60.0,-53.0
186,-58.0,-58.0
187,-58.0,-58.0
188,-58.0,-58.0
189,-59.0,-62.0
190,-59.0,-62.0
191,-59.0,-62.0
192,-67.0,-65.0
