Device,DUT,REF
193,-67.0,-65.0
194,-67.0,-65.0
195,-67.0,-61.0
196,-67.0,-61.0
197,-67.0,-61.0
198,-69.0,-58.0
199,-69.0,-58.0
200,-66.0,-58.0
201,-66.0,-59.0
202,-66.0,-59.0
203,-68.0,-59.0
204,-68.0,-64.0
205,-68.0,-64.0
206,-61.0,-64.0
207,-61.0,-64.0
208,-61.0,-64.0
209,-67.0,-70.0
210,-67.0,-70.0
211,-70.0,-70.0
212,-70.0,-71.0
213,-70.0,-71.0
214,-75.0,-71.0
215,-75.0,-73.0
216,-75.0,-73.0
217,-78.0,-72.0
218,-78.0,-71.0
219,-78.0,-71.0
220,-78.0,-73.0
221,-78.0,-73.0
222,-78.0,-73.0
223,-77.0,-74.0
224,-77.0,-74.0
225,-77.5,-74.0
226,-78.0,
227,-80.0,
228,-80.0,
229,-80.0,
230,-79.0,
231,-79.0,
232,-79.0,
233,-79.0,
234,-77.0,
235,-77.0,
236,-81.0,
237,-81.0,
238,-81.5,
239,-82.0,
240,-81.5,
241,-81.0,
242,-80.0,
