DUT,REF
-86.17,-84.0
-87.0,-85.43
-86.25,-85.0
-86.33,-85.0
-86.33,-84.0
-85.4,-84.0
-86.86,-84.0
-86.0,-84.12
-86.0,-84.0
-86.0,-83.88
-86.0,-84.0
-86.21,-83.24
-86.84,-83.72
-86.0,-84.0
-86.0,-84.0
-86.0,-83.8
-86.0,-83.88
-86.0,-83.09
-86.0,-84.0
-85.8,-84.0
-85.6,-84.16
-86.0,-84.76
-86.0,-85.2
-86.0,-85.24
-86.0,-85.24
-85.12,-85.46
-84.52,-83.44
-83.76,-81.16
-84.96,-81.68
-84.24,-80.84
-83.68,-80.68
-84.08,-78.76
-81.64,-75.44
-81.76,-76.28
-81.6,-75.92
-81.96,-76.72
-77.64,-76.76
-77.64,-74.76
-80.6,-77.64
-80.28,-74.75
-79.24,-72.35
-78.15,-79.44
-72.96,-83.92
-73.12,-84.08
-75.72,-81.8
-79.64,-81.56
-83.88,-81.76
-83.68,-76.92
-79.96,-73.0
-77.44,-77.44
-78.2,-75.64
-77.16,-70.96
-77.28,-70.0
-81.44,-71.19
-79.88,-69.84
-76.28,-69.88
-74.36,-69.56
-74.2,-67.48
-73.6,-67.52
-73.56,-69.68
-73.0,-73.12
-72.32,-79.88
-73.16,-80.16
-76.64,-80.44
-77.76,-83.2
-80.44,-86.12
-81.0,-86.88
-81.12,-88.4
-82.08,-88.32
-84.92,-88.84
-86.72,-89.8
-88.0,-90.16
-88.68,-91.2
-87.92,-91.48
-88.6,-91.48
-88.64,-93.04
-89.16,-93.35
-90.12,-93.72
-90.0,-94.12
-91.12,-94.6
-94.04,-94.52
-94.2,-93.88
-93.28,-94.6
-94.16,-95.28
-95.14,-96.16
-93.36,-95.4
-94.64,-96.8
-95.28,-96.08
-94.8,-97.56
-94.48,-96.84
-95.92,-97.76
-96.0,-97.96
-97.52,-98.6
-96.96,-99.24
-97.12,-98.96
-97.48,-98.4
-97.88,-99.16
-98.04,-99.52
-98.0,-100.6
-98.48,-99.58
-98.92,-98.16
-99.44,-95.23
-100.0,-92.32
-100.6,-91.68
-99.6,-93.3
-97.4,-93.64
-93.96,-90.52
-92.04,-90.88
-92.28,-91.6
-93.16,-96.12
-90.12,-100.46
-91.12,-101.48
-92.58,-102.28
-96.48,-102.2
-99.76,-101.4
-101.76,-101.16
-102.92,-101.24
-102.56,-102.08
-103.2,-102.2
-102.64,-100.77
-102.76,-102.92
-103.32,-103.84
-103.84,-104.76
-102.04,-104.8
-102.52,-105.91
-103.56,-106.2
-103.8,-105.24
-103.68,-106.28
-102.76,-107.88
-104.0,-107.2
-104.44,-105.92
-105.52,-106.36
-105.48,-107.44
-104.88,-108.12
-104.52,-107.8
-105.6,-107.2
-106.92,-106.56
-107.96,-106.4
-108.0,-106.2
-108.04,-106.72
-108.12,-107.6
-107.72,-107.68
-107.52,-109.96
-108.76,-112.12
-109.72,-112.32
-109.84,-112.35
-110.48,-112.21
-112.12,-112.64
-112.64,-113.28
-112.2,-114.36
-111.48,-115.32
-110.44,-116.46
-111.0,-115.84
-111.2,-114.76
-113.16,-115.12
-114.56,-118.08
-114.32,-117.12
-113.28,-116.52
-113.72,-113.36
-119.32,-116.8
-115.08,-115.32
-115.36,-118.4
-114.52,-120.58
-116.44,-120.04
-114.4,-109.16
-116.32,-121.05
-118.16,-121.92
-116.73,-114.74
-112.92,-113.9
-122.0,-120.71
-121.75,-121.33
-123.12,-125.22
-122.46,-123.3
-116.07,-126.53
-116.79,
-118.75,
-121.47,
-123.48,
-125.09,
-123.8,
-124.44,
-124.44,
-118.48,
-121.96,
-131.93,
-130.0,
-124.68,
-127.75,
-130.88,
-127.07,
-133.64,
-127.67,
