DUT,REF
-83.0,-81.0
-83.0,-81.0
-83.0,-81.4
-83.0,-82.0
-81.8,-82.0
-82.92,-82.0
-83.0,-82.0
-82.33,-82.0
-82.0,-82.0
-82.0,-82.0
-82.5,-82.41
-82.71,-82.76
-83.0,-82.0
-83.0,-82.0
-83.16,-82.0
-84.0,-82.0
-84.0,-82.0
-84.0,-82.0
-84.0,-82.0
-84.0,-82.0
-84.0,-82.0
-84.0,-82.0
-84.0,-82.32
-84.0,-82.6
-83.64,-82.76
-83.4,-82.12
-83.44,-82.38
-84.0,-83.0
-83.88,-83.0
-83.64,-83.0
-84.0,-82.8
-84.52,-82.28
-84.04,-82.91
-84.68,-82.88
-83.44,-81.08
-84.2,-81.96
-82.72,-82.24
-83.28,-83.48
-83.44,-83.56
-83.36,-82.58
-84.0,-82.12
-83.32,-82.68
-83.52,-82.0
-83.16,-82.32
-83.92,-82.12
-83.72,-84.04
-83.76,-83.72
-83.24,-84.46
-84.5,-85.8
-83.48,-84.32
-84.84,-85.0
-83.84,-82.08
-82.8,-81.96
-82.68,-82.12
-83.0,-83.0
-83.0,-82.04
-83.0,-82.92
-83.0,-82.56
-83.44,-82.54
-84.6,-82.2
-83.52,-79.8
-83.8,-80.8
-81.4,-80.92
-82.44,-79.96
-81.96,-76.56
-78.72,-76.32
-77.68,-74.4
-80.28,-75.76
-79.84,-73.19
-78.48,-74.8
-76.8,-73.12
-75.52,-72.28
-75.68,-78.48
-79.4,-83.74
-83.48,-84.0
-84.16,-83.56
-82.16,-81.32
-75.88,-82.52
-79.4,-78.48
-77.36,-74.32
-77.04,-76.84
-80.2,-76.15
-80.04,-70.88
-76.04,-69.32
-74.48,-71.48
-74.76,-69.76
-73.84,-70.24
-71.88,-69.16
-71.92,-71.12
-76.96,-70.32
-76.48,-76.28
-78.48,-79.56
-81.08,-79.04
-80.64,-81.27
-81.16,-84.84
-84.8,-86.12
-86.68,-87.64
-88.28,-87.6
-89.0,-88.52
-89.6,-89.13
-89.96,-90.04
-90.08,-90.48
-91.52,-90.48
-92.0,-91.92
-92.28,-93.0
-94.0,-92.92
-94.04,-93.88
-93.64,-93.96
-94.56,-93.27
-94.2,-93.44
-93.52,-94.04
-94.72,-95.16
-95.08,-94.72
-94.88,-95.44
-95.84,-95.2
-96.52,-96.04
-97.16,-96.35
-97.08,-97.04
-97.08,-97.24
-97.0,-98.55
-98.52,-99.0
-98.12,-98.52
-98.2,-97.92
-99.0,-98.32
-99.0,-98.24
-99.36,-99.84
-100.56,-99.16
-100.52,-97.64
-99.64,-94.68
-97.4,-92.96
-93.6,-91.64
-92.08,-92.92
-92.52,-93.72
-93.64,-90.92
-90.88,-91.0
-92.16,-92.4
-94.44,-96.84
-98.32,-99.85
-101.12,-101.0
-103.0,-102.0
-103.24,-101.46
-103.52,-101.41
-103.84,-101.0
-102.8,-100.71
-102.52,-102.0
-103.88,-101.16
-102.36,-101.6
-101.08,-103.04
-102.48,-104.74
-103.6,-104.52
-103.92,-105.04
-102.88,-104.84
-103.48,-104.84
-104.68,-104.08
-104.08,-106.44
-104.32,-106.72
-105.52,-105.44
-104.28,-105.76
-105.13,-106.4
-106.56,-107.12
-107.2,-106.88
-107.8,-106.32
-107.8,-106.0
-107.76,-106.0
-108.0,-106.56
-107.92,-108.04
-109.16,-108.2
-108.64,-110.68
-111.0,-111.56
-112.08,-111.04
-112.32,-110.68
-111.48,-112.44
-110.24,-112.0
-111.0,-113.04
-112.44,-113.84
-114.8,-112.88
-114.76,-112.92
-115.68,-112.36
-113.64,-114.2
-116.28,-114.44
-117.36,-114.35
-114.72,-110.96
-115.44,-114.32
-116.76,-113.12
-115.6,-114.08
-118.24,-117.04
-117.8,-112.63
-110.8,-112.2
-116.12,-113.68
-118.11,-128.26
-125.86,-116.0
-116.87,-117.34
-113.61,-113.8
-125.79,-128.12
-127.58,-125.65
-124.71,-124.65
-130.96,-123.55
-125.46,-126.38
-128.75,
