DUT,REF
-97.0,-72.0
-94.0,-72.0
-95.0,-73.09
-81.04,-72.67
-78.74,-74.0
-78.43,-72.85
-78.8,-73.0
-78.0,-73.0
-78.61,-72.55
-78.85,-73.57
-78.67,-74.15
-79.03,-73.67
-79.14,-73.11
-78.79,-73.0
-79.46,-73.7
-79.36,-74.8
-78.33,-73.5
-78.49,-73.0
-78.19,-73.47
-78.98,-73.13
-79.89,-74.58
-79.28,-75.73
-79.33,-74.5
-79.06,-74.0
-79.02,-73.97
-79.51,-73.36
-79.44,-73.78
-78.98,-73.67
-79.32,-73.8
-79.02,-74.0
-78.71,-74.19
-79.58,-73.67
-77.94,-74.23
-78.81,-74.57
-78.48,-73.41
-79.52,-72.58
-78.37,-73.1
-76.09,-75.6
-75.0,-79.1
-76.17,-78.4
-75.73,-75.0
-78.0,-73.43
-77.95,-80.93
-77.44,-80.27
-77.58,-82.56
-76.84,-83.18
-75.71,-79.07
-76.53,-72.3
-79.97,-78.13
-82.53,-78.0
-81.05,-79.89
-81.13,-76.93
-81.24,-77.85
-80.53,-78.3
-78.76,-78.07
-78.08,-76.13
-78.56,-74.4
-78.18,-75.0
-77.75,-74.97
-78.51,-76.33
-78.03,-76.47
-78.0,-76.2
-78.0,-76.13
-78.69,-76.4
-78.61,-77.27
-77.81,-77.17
-78.0,-77.0
-77.92,-77.0
-77.97,-77.6
-78.75,-77.85
-79.21,-78.3
-77.9,-76.11
-78.54,-75.39
-78.0,-74.83
-79.18,-74.6
-79.45,-75.3
-78.1,-74.5
-77.56,-74.48
-79.0,-74.3
-80.29,-74.41
-79.61,-73.94
-79.41,-74.59
-79.81,-73.76
-80.91,-73.33
-78.33,-74.11
-79.06,-72.85
-79.92,-73.85
-79.41,-73.67
-80.12,-73.27
-80.04,-73.79
-79.2,-73.2
-78.64,-73.37
-79.18,-73.13
-77.05,-74.63
-77.02,-76.18
-77.4,-73.37
-75.31,-79.3
-78.31,-77.97
-79.03,-76.2
-82.7,-78.13
-82.17,-76.53
-81.3,-82.22
-83.0,-80.27
-88.63,-82.7
-90.83,-89.2
-88.32,-88.44
-86.91,-84.39
-81.43,-86.67
-82.47,-81.17
-92.87,-86.77
-94.48,-94.63
-96.2,-97.22
-96.64,-97.73
-95.42,-97.96
-96.37,-95.0
-96.03,-98.03
-95.53,-97.27
-95.83,-98.37
-97.43,-97.36
-98.5,-98.19
-98.15,-99.12
-99.93,-100.2
-101.03,-101.1
-102.3,-102.2
-102.33,-103.13
-103.63,-103.63
-105.81,-105.07
-107.4,-105.0
-108.22,-106.81
-107.6,-107.67
-109.48,-109.03
-105.67,-110.04
-105.17,-108.85
-108.7,-107.7
-107.93,-109.67
-107.11,-108.5
-108.67,-107.77
-110.44,-108.17
-110.17,-110.0
-110.81,-109.19
-111.73,-110.47
-112.04,-112.73
-110.97,-112.88
-112.87,-112.0
-114.48,-110.97
-113.53,-112.7
-113.26,-112.93
-113.3,-113.67
-114.3,-112.77
-112.83,-111.39
-112.37,-111.63
-111.5,-114.48
