DUT,REF
-74.0,-74.0
-75.0,-74.58
-75.0,-74.88
-75.0,-74.42
-75.0,-74.18
-75.0,-74.0
-74.35,-74.0
-74.65,-74.74
-74.55,-74.68
-74.12,-74.0
-74.0,-74.0
-74.0,-74.16
-74.0,-73.92
-74.43,-74.0
-74.9,-74.0
-74.56,-74.0
-74.52,-74.0
-74.92,-74.0
-75.4,-74.0
-74.21,-74.0
-74.52,-74.0
-74.75,-74.0
-76.19,-74.0
-76.5,-74.26
-77.46,-74.72
-75.6,-74.64
-72.45,-74.0
-71.2,-74.56
-73.85,-82.68
-70.35,-80.88
-67.0,-76.7
-68.47,-77.92
-70.79,-76.64
-71.15,-77.46
-74.09,-78.54
-72.81,-74.2
-69.77,-73.12
-70.35,-73.92
-70.21,-73.04
-70.06,-74.94
-69.51,-74.56
-67.96,-74.44
-68.96,-70.62
-70.91,-71.08
-71.6,-69.3
-71.27,-71.72
-73.6,-70.1
-74.33,-70.22
-74.43,-71.1
-76.11,-71.54
-77.28,-73.4
-79.02,-73.98
-78.83,-75.78
-79.67,-75.78
-81.8,-75.8
-81.66,-77.86
-81.52,-78.46
-81.25,-79.24
-80.5,-80.44
-80.58,-82.3
-82.36,-82.1
-83.07,-82.12
-83.44,-81.98
-84.11,-81.48
-83.96,-81.72
-84.47,-83.62
-84.55,-84.54
-85.09,-84.74
-84.69,-86.26
-86.21,-86.28
-85.13,-86.9
-85.47,-86.58
-86.79,-86.4
-85.65,-86.46
-86.92,-87.9
-85.68,-88.3
-85.81,-87.54
-85.63,-87.88
-86.26,-89.0
-85.75,-88.26
-86.62,-88.98
-87.25,-88.24
-88.88,-88.02
-87.93,-88.84
-88.47,-87.72
-87.75,-87.94
-87.93,-89.46
-88.12,-89.84
-89.24,-88.82
-89.33,-88.3
-89.76,-90.08
-89.31,-90.18
-88.77,-90.14
-89.5,-90.32
-89.19,-91.12
-88.68,-93.04
-89.47,-92.08
-90.45,-92.82
-90.17,-90.84
-90.58,-90.46
-91.13,-88.1
-91.52,-90.8
-90.24,-92.8
-91.91,-93.58
-91.83,-92.06
-90.04,-89.28
-91.3,-93.16
-91.78,-93.54
-91.25,-92.82
-88.88,-92.36
-90.45,-89.8
-91.77,-92.0
-91.35,-90.84
-90.08,-91.16
-89.9,-92.48
-89.59,-91.96
-91.25,-90.92
-90.51,-90.96
-92.3,-93.82
-92.9,-93.38
-93.11,-93.4
-93.1,-92.98
-93.82,-93.92
-93.77,-93.36
-94.18,-94.28
-94.98,-94.08
-94.17,-95.42
-95.02,-95.2
-94.53,-96.04
-94.63,-95.8
-92.83,-96.42
-92.08,-96.3
-90.31,-98.2
-91.57,-97.3
-90.82,-96.84
-92.58,-97.42
-90.73,-97.8
-91.39,-94.55
-91.85,-92.58
-92.58,-93.74
-93.29,-93.9
-92.26,-93.36
-91.51,-92.88
-93.54,-95.04
-94.62,-93.54
-94.27,-93.42
-95.08,-94.6
-95.62,-96.42
-94.08,-94.82
-94.15,-95.34
-94.16,-96.66
-94.66,-96.64
-94.85,-97.3
-94.73,-96.54
-95.44,-95.74
-93.7,-94.68
-94.98,-94.8
-94.92,-95.96
-94.09,-96.8
-95.06,-97.02
-96.3,-93.9
-96.65,-93.34
-97.02,-93.56
-96.0,-95.68
-96.68,-96.84
-96.98,-97.26
-96.4,-99.1
-97.54,-99.18
-98.15,-99.2
-98.85,-100.3
-99.26,-99.4
-99.32,-99.12
-100.31,-100.18
-99.83,-101.88
-101.08,-101.48
-102.43,-101.94
-101.94,-103.02
-102.1,-102.7
-103.59,-102.18
-103.2,-103.14
-105.07,-104.04
-104.72,-103.2
-106.16,-102.08
-106.78,-103.14
-105.86,-104.5
-106.29,-104.52
-105.47,-105.84
-106.28,-104.92
-104.92,-106.28
-103.71,-107.1
-102.82,-108.22
-103.12,-106.7
-103.31,-107.4
-103.06,-107.52
-102.39,-106.4
-101.87,-106.52
-101.78,-106.0
-101.88,-106.18
-102.24,-104.82
-102.2,-106.48
-103.05,-105.52
-103.59,-105.82
-104.16,-105.4
-103.24,-104.58
-103.42,-105.06
-104.71,-104.7
-104.62,-105.32
-104.56,-104.94
-105.27,-105.08
-102.94,-105.26
-103.13,-104.94
-102.41,-105.98
-101.61,-107.26
-100.96,-107.28
-100.6,-106.58
-100.98,-106.82
-99.94,-105.36
-99.04,-103.78
-99.21,-104.06
-99.17,-103.6
-99.75,-103.06
-100.09,-101.48
-100.67,-100.5
-100.0,-101.9
-99.69,-99.38
-98.87,-101.58
-99.81,-101.14
-99.42,-100.96
-99.57,-100.4
-100.29,-101.96
-98.19,-101.74
-98.83,-101.66
-99.53,-102.2
-98.94,-102.36
-97.85,-102.34
-98.17,-102.74
-98.39,-102.22
-95.88,-100.62
-96.15,-100.8
-97.04,-100.34
-96.39,-100.28
-96.25,-99.8
-96.37,-99.54
-96.04,-99.06
-95.54,-97.74
-93.78,-100.14
-93.21,-100.2
-94.73,-100.8
-94.02,-100.3
-95.27,-97.92
-95.31,-95.84
-94.65,-95.82
-94.46,-96.91
-95.82,-98.38
-100.53,-98.06
-97.27,-96.62
-94.17,-99.36
-93.12,-98.3
-93.55,-99.96
-92.41,-102.84
,-100.55
,-93.98
,-97.92
,-96.16
,-103.5
,-97.33
