DUT,REF
-75.0,-83.0
-76.0,-84.0
-74.0,-84.5
-75.0,-84.0
-75.0,-84.0
-75.0,-84.1
-76.0,-84.0
-75.09,-84.0
-74.4,-83.0
-75.13,-84.39
-74.25,-83.74
-74.79,-83.18
-75.79,-83.04
-74.11,-83.98
-73.96,-83.42
-74.59,-82.6
-74.81,-83.86
-75.92,-79.8
-77.35,-78.54
-78.53,-79.24
-77.06,-80.04
-79.83,-80.72
-80.72,-81.4
-78.77,-80.5
-76.26,-80.24
-78.08,-80.52
-79.45,-79.13
-77.02,-78.07
-74.9,-80.4
-73.15,-79.69
-70.66,-79.02
-67.61,-76.58
-69.43,-77.56
-71.26,-76.35
-70.81,-71.44
-70.38,-71.97
-68.88,-73.55
-67.9,-73.7
-65.58,-70.58
-68.0,-69.87
-70.26,-70.32
-70.53,-68.58
-72.06,-70.16
-73.04,-72.21
-74.55,-73.33
-75.69,-75.37
-77.65,-74.49
-78.52,-74.42
-78.98,-77.77
-78.3,-77.69
-79.53,-78.88
-80.66,-81.38
-79.69,-81.92
-78.6,-82.31
-80.64,-79.93
-82.31,-79.88
-82.04,-82.0
-83.45,-81.8
-83.4,-82.14
-84.47,-83.92
-84.32,-84.94
-85.11,-84.95
-84.81,-86.0
-85.38,-86.14
-84.33,-86.98
-85.0,-86.95
-86.19,-86.6
-87.12,-86.84
-87.42,-86.16
-87.6,-87.66
-88.65,-88.73
-88.27,-87.86
-87.57,-89.39
-87.42,-90.66
-88.61,-91.06
-90.32,-89.43
-90.15,-87.76
-90.48,-90.7
-91.06,-90.04
-90.3,-91.19
-91.26,-90.68
-90.1,-91.49
-88.62,-91.86
-89.19,-90.82
-89.79,-93.37
-90.57,-92.07
-91.67,-92.27
-91.43,-92.68
-92.02,-92.2
-92.87,-93.13
-93.96,-93.43
-93.85,-92.52
-95.15,-94.78
-95.34,-95.41
-93.53,-95.77
-93.77,-95.67
-92.7,-94.19
-92.13,-95.3
-91.98,-93.96
-91.87,-91.4
-93.2,-90.82
-92.57,-91.14
-93.23,-90.75
-94.81,-92.65
-94.77,-94.98
-96.67,-92.64
-94.49,-93.84
-95.08,-95.98
-95.06,-96.51
-95.52,-94.12
-94.02,-92.82
-93.27,-95.4
-93.88,-93.29
-94.39,-92.22
-95.17,-92.11
-96.46,-94.38
-96.96,-95.19
-96.94,-96.74
-99.04,-98.36
-99.47,-98.24
-99.52,-97.89
-99.56,-98.11
-100.1,-100.02
-99.96,-99.56
-101.88,-99.69
-100.88,-100.67
-101.45,-100.92
-102.3,-102.54
-103.78,-101.14
-105.67,-102.86
-105.02,-104.1
-106.45,-103.7
-105.31,-105.16
-105.63,-105.64
-104.41,-107.55
-102.98,-105.42
-102.44,-106.41
-101.63,-104.64
-101.33,-105.0
-101.31,-104.04
-102.02,-104.31
-101.69,-103.88
-102.19,-104.52
-101.29,-104.41
-102.12,-103.73
-102.37,-103.74
-103.16,-103.5
-102.57,-103.51
-102.72,-103.56
-103.47,-104.0
-103.39,-103.54
