IDX,LID,CI_1,CI_2,Lon,Lat,Time,Measure,[Call Test] Call Start Network,[Call Test] Call Type,[Call Test] Call Result,[Call Test] Call Middle Network,[Call Test] Call End Network,[Call Test] Mobile ChipSet,[Call Test] [VoNR VoLTE] [Duration] SIP Setup Duration (Invite~200OK),[Call Test] [Misc] [Mobile] IMEI,[Call Test] [Throughput] Application DL TP,[General] Serving Network (In Traffic),[Call Test] [HTTP Transfer] HTTP Transfer Call Event,[Call Test] [KR PS-LTE] [SMS] [Timestamp] SIP Message,[Packet Data] [SIP] UL/DL,[Packet Data] [SIP] Request Method,[Packet Data] [SIP] Status,[Packet Data] [SIP] 200 OK - Method,[Call Test] [Voice or Video Call] Call Result,[Call Test] [Voice or Video Call] Orig/Term,[Call Test] [Voice or Video Call] Result & Reason,[LTE] [L1] [RF] PCI,[LTE] [L1] [RF] RSRP,[Event] Total Call Result,[Event] Voice Call Event,[Event] [Event Occurrence Count] Call Completed #,[Event] [Event Occurrence Count] Outgoing Call Setup Fail #,[Event] [Event Occurrence Count] Call Dropped #,[Event] [Event Occurrence Count] Call Start #,[Call Test] [Voice or Video Call] [Duration] Traffic Duration (LoggingTool),[NR5G] [RF] PCI,[Call Test] [Voice Quality] [Sampled Values] MOS (POLQA),[WiFi] On Off,[WiFi] Connect State,[WiFi] [Serving AP] RSSI,[WiFi] [Serving AP] Frequency,[WiFi] [Serving AP] Link Speed,[Call Test] [VoNR VoLTE] [Handover] Rx RTP Delay (Control Plane),[Call Test] [Voice or Video Call] Call Type,[Event] [Event Occurrence Count] Handover OK #,[Mobile Info] [Android] [Radio] Network Type (Data Svc),[NR5G] [RF] RSRP
71,1,,,-121.9314830,47.5244923,2026-01-26 23:30:56.000,_20260126_152946_CH01_TMO_5GNR_WFC_DUT_TC-175-R1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,,,,594,,On,Connected,-56.000000,2437,25,,,,IWLAN,-116.780000
72,1,,,-121.9314830,47.5244923,2026-01-26 23:30:57.000,_20260126_152946_CH01_TMO_5GNR_WFC_DUT_TC-175-R1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,,,,594,,On,Connected,-56.000000,2437,25,,,,IWLAN,-114.270000
73,1,,,-121.9314830,47.5244923,2026-01-26 23:30:58.000,_20260126_152946_CH01_TMO_5GNR_WFC_DUT_TC-175-R1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,,,,594,,On,Connected,-56.000000,2437,25,,,,IWLAN,-115.350000
74,1,,,-121.9314830,47.5244923,2026-01-26 23:30:59.000,_20260126_152946_CH01_TMO_5GNR_WFC_DUT_TC-175-R1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,,,,594,,On,Connected,-55.000000,2437,34,,,,IWLAN,-117.490000
75,1,,,-121.9314830,47.5244923,2026-01-26 23:31:00.000,_20260126_152946_CH01_TMO_5GNR_WFC_DUT_TC-175-R1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,,,,594,,On,Connected,-55.000000,2437,34,,,,IWLAN,-118.250000
76,1,,,-121.9314830,47.5244923,2026-01-26 23:31:01.000,_20260126_152946_CH01_TMO_5GNR_WFC_DUT_TC-175-R1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,,,,594,,On,Connected,-55.000000,2437,34,,,,IWLAN,-121.690000
77,1,,,-121.9314830,47.5244923,2026-01-26 23:31:02.000,_20260126_152946_CH01_TMO_5GNR_WFC_DUT_TC-175-R1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,,,,594,,On,Connected,-61.000000,2437,8,,,,IWLAN,-122.270000
78,1,,,-121.9314830,47.5244923,2026-01-26 23:31:03.000,_20260126_152946_CH01_TMO_5GNR_WFC_DUT_TC-175-R1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,,,,594,,On,Connected,-61.000000,2437,8,,,,IWLAN,-116.970000
79,1,,,-121.9314830,47.5244923,2026-01-26 23:31:04.000,_20260126_152946_CH01_TMO_5GNR_WFC_DUT_TC-175-R1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,,,,594,,On,Connected,-61.000000,2437,8,,,,IWLAN,-114.000000
80,1,,,-121.9314830,47.5244923,2026-01-26 23:31:05.000,_20260126_152946_CH01_TMO_5GNR_WFC_DUT_TC-175-R1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,,,,594,,On,Connected,-61.000000,2437,17,,,,IWLAN,-113.820000
81,1,,,-121.9314830,47.5244923,2026-01-26 23:31:06.000,_20260126_152946_CH01_TMO_5GNR_WFC_DUT_TC-175-R1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,,,,594,,On,Connected,-61.000000,2437,17,,,,IWLAN,-114.630000
82,1,,,-121.9314830,47.5244923,2026-01-26 23:31:07.000,_20260126_152946_CH01_TMO_5GNR_WFC_DUT_TC-175-R1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,,,,594,,On,Connected,-61.000000,2437,17,,,,IWLAN,-113.860000
83,1,,,-121.9314830,47.5244923,2026-01-26 23:31:08.000,_20260126_152946_CH01_TMO_5GNR_WFC_DUT_TC-175-R1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,,,,,,On,Connected,-62.000000,2437,17,,,,IWLAN,
84,1,,,-121.9314830,47.5244923,2026-01-26 23:31:09.000,_20260126_152946_CH01_TMO_5GNR_WFC_DUT_TC-175-R1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,,,,,,On,Connected,-62.000000,2437,17,,,,IWLAN,
85,1,,,-121.9314830,47.5244923,2026-01-26 23:31:10.000,_20260126_152946_CH01_TMO_5GNR_WFC_DUT_TC-175-R1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,,,,594,,On,Connected,-62.000000,2437,17,,,,IWLAN,-113.380000
86,1,,,-121.9314830,47.5244923,2026-01-26 23:31:11.000,_20260126_152946_CH01_TMO_5GNR_WFC_DUT_TC-175-R1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,,,,,,On,Connected,-58.000000,2437,17,,,,IWLAN,
87,1,,,-121.9314830,47.5244923,2026-01-26 23:31:12.000,_20260126_152946_CH01_TMO_5GNR_WFC_DUT_TC-175-R1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,,,,594,,On,Connected,-58.000000,2437,17,,,,IWLAN,-121.520000
88,1,,,-121.9314830,47.5244923,2026-01-26 23:31:13.000,_20260126_152946_CH01_TMO_5GNR_WFC_DUT_TC-175-R1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,,,,594,,On,Connected,-58.000000,2437,17,,,,NR (NR_SA),-121.120000
89,1,,,-121.9314830,47.5244923,2026-01-26 23:31:14.000,_20260126_152946_CH01_TMO_5GNR_WFC_DUT_TC-175-R1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,,,,594,,On,Connected,-59.000000,2437,17,,,,NR (NR_SA),-119.870000
