PC2,PC3
,-101.48
,-96.59
-101.7,-100.67
-91.31,-100.21
-95.25,-99.01
-97.2,-96.55
-97.21,-94.93
-96.35,-91.78
-95.19,-87.53
-92.99,-83.64
-85.98,-81.22
-80.91,-79.32
-75.07,-82.68
-75.85,-77.51
-82.66,-85.58
-75.85,-86.69
-82.93,-78.46
-88.29,-79.24
-79.47,-82.65
-74.92,-81.11
-78.47,-85.94
-82.08,-91.81
-90.33,-87.3
-94.22,-82.64
-90.97,-80.73
-87.02,-82.08
-84.9,-91.5
-82.26,-91.6
-89.07,-87.97
-87.36,-90.06
-80.8,-87.95
-82.77,-83.0
-83.66,-87.48
-85.47,-86.92
-90.88,-86.91
-92.65,-85.86
-87.73,-86.32
-83.1,-84.72
-86.38,-85.05
-86.52,-85.48
-87.58,-87.04
-87.19,-89.95
-85.23,-90.35
-86.93,-89.17
-86.35,-91.1
-86.3,-89.61
-88.21,-96.17
-86.92,-93.8
-92.53,-95.47
-93.31,-95.89
-94.34,-95.74
-97.8,-97.59
-95.26,-95.97
-97.89,-99.96
-96.76,-97.54
-99.28,-100.79
-97.17,-94.73
-99.57,-94.96
-95.62,-92.43
-95.29,-92.31
-92.48,-95.94
-94.15,-96.44
-96.26,-94.38
-94.75,-94.82
-93.07,-97.84
-93.66,-97.74
-97.36,-97.75
-98.26,-100.26
-97.62,-99.85
-97.85,-102.01
-100.58,-99.09
-98.71,-99.43
-98.68,-100.55
-97.68,-101.68
-98.42,-99.64
-96.6,-98.39
-96.56,-99.55
-95.64,-99.68
-95.93,-100.18
-96.79,-99.37
-99.48,-99.04
-101.62,-96.81
-100.36,-96.34
-98.9,-95.81
-96.32,-97.15
-96.99,-97.79
-97.2,-98.29
-97.2,-98.08
-99.23,-98.96
-101.01,-98.37
-102.09,-100.95
-101.01,-106.31
-101.76,-105.85
-106.0,-106.23
-105.91,-104.73
-106.72,-105.93
-104.48,-110.61
-107.29,-106.51
-107.66,-106.9
-107.84,-105.65
-108.1,-107.94
-107.81,-108.65
-108.77,-106.74
-110.13,-99.55
-108.82,-98.27
-103.57,-100.53
-100.15,-99.7
-103.11,-99.29
-102.0,-96.94
-102.53,-99.67
-101.58,-99.84
-105.18,-99.77
-105.95,-99.13
-104.34,-97.45
-104.56,-97.45
-101.76,-103.53
-101.14,-101.87
-105.66,-98.79
-103.45,-99.65
-101.26,-99.78
-101.26,-100.51
-101.23,-100.91
-102.04,-101.98
-102.91,-103.16
-105.36,-104.08
-105.6,-104.3
-107.33,-104.25
-107.58,-110.67
-106.3,-113.39
-110.89,-109.61
-113.92,-110.07
-113.24,-115.01
-112.68,-116.39
-112.77,-115.41
-111.27,-115.88
-111.21,-115.6
-115.28,-115.78
-114.66,-116.48
-115.49,-116.95
-114.95,-113.57
-115.16,-114.17
-114.12,-113.9
-114.36,-115.64
-113.68,-116.52
-116.18,-116.38
-116.55,-115.15
-117.74,-114.9
-116.51,-112.14
-115.36,-116.41
-114.02,-112.78
-114.82,-116.37
-115.28,-111.38
-115.76,-108.17
-116.06,-110.56
-112.79,-109.43
-112.56,-109.98
-115.45,-108.43
-113.35,-105.15
-112.33,-104.61
-110.05,-104.29
-106.42,-104.54
-106.01,-105.15
-107.79,-103.23
-107.18,-104.05
-103.87,-107.37
-103.14,-111.12
-102.71,-109.45
-103.46,-108.64
-104.26,-106.66
-103.88,-106.07
-104.43,-105.33
-103.03,-104.75
-101.94,-104.99
-102.89,-105.82
-103.71,-107.22
-104.51,-106.37
-103.38,-105.59
-102.09,-105.29
-102.43,-106.45
-102.87,-105.69
-102.22,-108.01
-103.14,-108.65
-104.12,-110.92
-103.93,-109.62
-104.28,-108.25
-105.7,-108.96
-104.4,-108.17
-103.31,-108.65
-103.68,-106.82
-106.41,-106.46
-105.72,-105.95
-105.37,-107.28
-105.15,-108.36
-105.71,-109.02
-106.19,-109.77
-105.73,-109.3
-105.61,-108.44
-105.61,-108.2
-105.4,-107.38
-105.82,-106.92
-104.91,-112.71
-108.22,-118.02
-112.15,-108.49
-110.6,-111.68
-107.05,-107.09
-108.95,-109.82
-110.12,-110.48
-107.26,-109.2
-105.38,-124.02
-107.21,-122.92
-121.96,-121.24
-126.68,-143.5
-116.47,-134.28
-128.15,-151.04
-122.44,
-128.43,
