PC2,PC3
,-108.02
-108.54,-107.54
-111.22,-111.2
-111.44,-110.96
-110.35,-111.13
-111.19,-111.43
-110.46,-111.27
-108.02,-109.71
-107.48,-107.86
-106.77,-106.53
-106.13,-102.83
-105.29,-104.07
-105.39,-100.23
-100.59,-97.79
-96.78,-99.93
-94.97,-102.26
-99.06,-103.94
-103.12,-100.44
-100.34,-97.81
-91.16,-99.4
-97.1,-98.4
-98.03,-96.12
-94.71,-94.7
-95.3,-91.67
-94.61,-90.17
-85.27,-84.14
-79.97,-81.43
-78.99,-80.46
-81.92,-80.77
-80.04,-76.13
-75.21,-79.93
-85.0,-87.04
-89.48,-82.7
-84.64,-77.79
-75.11,-83.21
-77.1,-82.67
-75.03,-83.82
-79.56,-87.27
-82.08,-93.53
-89.41,-94.08
-92.96,-88.27
-89.82,-85.52
-87.52,-81.9
-86.03,-84.06
-88.03,-93.16
-91.52,-90.24
-87.63,-87.64
-82.44,-89.81
-82.84,-84.44
-84.06,-82.1
-87.27,-80.65
-88.99,-81.12
-87.27,-83.58
-88.1,-81.85
-86.99,-81.83
-86.5,-83.93
-90.03,-84.85
-88.04,-84.41
-89.81,-85.74
-89.41,-91.22
-90.5,-94.23
-92.49,-89.3
-90.06,-89.04
-89.78,-88.84
-90.18,-93.99
-92.61,-95.84
-96.24,-98.23
-97.09,-96.85
-95.98,-98.9
-96.88,-94.83
-95.01,-98.49
-96.47,-97.33
-95.74,-96.71
-96.65,-101.51
-96.44,-97.33
-97.8,-96.14
-95.25,-95.42
-94.23,-98.37
-96.0,-100.71
-97.25,-100.66
-95.91,-102.13
-100.87,-99.08
-101.01,-97.07
-101.89,-99.44
-99.62,-103.68
-100.35,-104.22
-102.76,-101.81
-101.75,-96.69
-98.17,-94.7
-99.74,-96.61
-97.14,-97.88
-99.95,-98.33
-102.62,-100.07
-102.56,-105.01
-102.27,-103.51
-102.36,-106.02
-103.84,-107.61
-107.52,-110.17
-109.25,-107.68
-109.42,-111.49
-108.86,-107.12
-107.46,-107.62
-107.16,-108.3
-106.68,-108.9
-106.33,-106.96
-106.4,-98.85
-102.81,-99.84
-105.57,-102.42
-104.72,-100.29
-102.17,-100.92
-104.64,-97.9
-102.59,-99.57
-104.17,-101.79
-105.83,-102.43
-108.42,-100.65
-104.82,-99.75
-103.01,-101.66
-102.2,-101.5
-104.27,-103.85
-103.47,-105.94
-105.65,-103.54
-104.21,-104.14
-104.21,-106.38
-106.36,-104.98
-106.47,-108.07
-109.46,-110.66
-112.56,-107.23
-110.3,-106.47
-109.77,-105.82
-110.11,-107.56
-110.45,-113.76
-113.94,-114.1
-113.55,-109.07
-113.34,-107.46
-109.9,-113.71
-113.72,-113.6
-114.03,-113.56
-111.34,-115.03
-115.4,-115.24
-112.46,-116.54
-114.77,-114.33
-114.69,-115.4
-114.82,-117.21
-115.09,-115.56
-115.35,-111.77
-114.14,-109.44
-114.6,-113.47
-114.27,-112.95
-114.31,-116.54
-117.06,-115.58
-117.04,-113.3
-116.93,-113.41
-114.98,-114.23
-114.92,-113.8
-115.67,-112.72
-112.23,-113.56
-116.2,-115.8
-116.11,-111.32
-114.22,-114.19
-114.66,-111.95
-115.22,-109.88
-114.04,-112.73
-111.4,-109.41
-108.18,-109.53
-107.11,-111.49
-106.03,-109.9
-112.07,-105.77
-108.77,-106.27
-110.88,-105.19
-109.55,-104.21
-108.56,-104.34
-105.99,-104.84
-106.98,-104.46
-106.89,-104.57
-105.25,-103.33
-104.24,-108.67
-104.51,-107.8
-103.83,-106.97
-103.81,-109.42
-105.42,-107.78
-104.97,-107.18
-107.65,-107.89
-107.04,-106.5
-106.6,-107.97
-106.5,-106.11
-105.44,-106.5
-106.85,-108.67
-107.81,-107.06
-108.05,-106.7
-107.0,-106.23
-105.35,-107.86
-106.69,-108.73
-110.33,-111.97
-109.88,-107.76
-109.0,-109.04
-109.55,-107.26
-105.92,-107.24
-107.1,-109.51
-105.52,-110.29
-107.15,-109.15
-105.94,-109.79
-106.97,-111.65
-107.62,-107.03
-106.96,-110.6
-106.31,-110.39
-108.42,-108.38
-107.29,-107.68
-108.03,-108.5
-112.16,-108.88
-107.43,-108.78
-107.64,-109.34
-107.48,-110.74
-107.85,-110.1
-107.77,-108.0
-109.81,-108.44
-108.27,-107.82
-110.19,-107.66
-109.13,-106.7
-108.77,-107.8
-106.74,-107.7
-106.54,-107.46
-107.12,-108.62
-107.65,-108.82
-107.35,-108.19
-107.76,-109.11
-107.85,-109.17
-108.18,-108.46
-107.5,-109.25
-107.49,-108.61
-107.1,-109.11
-107.02,-108.07
-107.48,-109.46
-108.6,-109.52
-108.0,-110.22
-107.52,-109.04
-107.91,-109.89
-109.21,-109.22
-108.85,-109.21
-109.32,-110.9
-109.73,-109.54
,-109.83
-108.75,-109.44
-108.72,-109.18
-108.81,-109.62
-108.49,-109.84
-109.58,-108.89
-107.43,-107.98
-109.56,-109.84
-109.03,-107.53
-107.24,-108.75
-107.49,-108.88
-110.22,-110.03
-108.16,-111.34
-107.79,-111.65
-108.9,-110.27
-111.62,-109.51
-114.38,
-113.05,
