PC2,PC3
1.0,5.7
3.3,5.9
1.3,6.1
-0.7,2.6
1.0,10.9
4.1,-5.5
3.0,-1.1
-1.3,-0.8
-1.2,-1.7
-1.6,-2.2
-4.0,-3.9
1.8,2.7
2.1,1.0
2.4,1.9
2.6,2.3
2.1,0.2
1.8,1.4
1.4,2.0
0.4,3.0
0.3,3.0
0.4,3.2
0.6,3.0
1.0,2.6
-0.9,0.9
-1.7,-3.3
-0.8,-3.7
-3.6,-2.2
-1.3,3.2
6.6,0.2
5.8,8.4
9.3,7.2
5.9,6.3
5.5,6.6
5.5,5.7
9.8,9.6
12.7,7.8
9.4,11.5
9.5,13.3
8.2,11.8
11.5,11.6
16.8,16.0
11.0,14.6
12.6,9.8
6.3,13.4
8.9,13.8
11.0,9.4
9.1,12.1
9.6,13.5
12.6,9.1
18.8,11.3
14.0,12.9
16.7,14.1
16.7,14.8
17.3,17.8
20.6,17.9
21.0,17.6
19.7,17.6
20.0,17.6
20.0,17.8
20.4,18.7
21.0,18.5
21.2,18.7
21.3,19.4
21.5,19.2
21.6,19.0
21.5,19.5
21.5,20.5
23.0,20.5
23.0,20.5
20.8,20.4
20.4,18.5
21.6,20.4
20.3,20.4
20.3,20.4
23.0,20.5
20.2,20.4
20.9,20.0
21.9,20.3
22.0,20.2
22.2,20.0
22.4,20.1
22.0,20.1
22.1,20.2
22.1,20.1
22.1,19.6
22.0,19.5
21.8,19.7
22.2,19.8
22.2,19.8
21.8,19.1
20.8,20.3
22.1,19.9
24.6,22.0
19.3,17.5
21.1,19.2
21.8,18.6
21.4,18.8
21.6,18.9
21.3,19.7
21.7,19.9
21.8,18.8
21.6,18.9
21.5,18.8
21.4,18.7
21.2,18.8
21.5,18.8
21.4,19.0
21.1,17.6
20.2,19.9
20.3,17.8
20.4,17.6
20.1,19.4
22.3,20.4
23.0,20.4
22.6,20.4
22.2,20.4
22.4,20.4
21.3,20.5
22.0,20.8
22.7,20.9
22.6,21.0
22.9,21.1
23.6,21.1
23.6,21.1
23.6,21.1
23.6,21.4
23.9,21.3
23.8,21.1
23.7,21.1
23.6,21.1
23.7,21.1
23.7,21.1
23.6,21.0
23.6,21.0
23.2,21.8
23.8,21.5
24.2,21.4
23.9,21.1
23.5,21.3
23.1,21.5
23.8,21.2
23.7,21.6
23.7,21.1
23.7,21.1
23.7,21.1
23.7,21.1
23.7,21.1
23.7,21.1
23.8,21.1
23.7,21.1
23.6,21.1
23.7,21.1
23.6,21.1
23.7,21.1
23.7,21.1
23.7,21.1
23.7,21.2
23.8,21.1
23.5,20.8
23.1,20.9
23.3,21.6
23.8,21.9
24.2,21.8
24.3,22.0
24.6,22.1
24.6,22.0
24.0,21.5
23.7,21.2
23.7,21.1
23.7,21.1
23.6,21.1
23.7,21.1
23.7,21.1
23.7,21.1
23.7,21.1
23.7,21.1
23.7,21.1
23.7,21.3
23.9,21.9
24.7,22.4
