IDX,LID,CI_1,CI_2,Lon,Lat,Time,Measure,[Call Test] Call Start Network,[Call Test] Call Type,[Call Test] Call Result,[Call Test] Call Middle Network,[Call Test] Call End Network,[Call Test] Mobile ChipSet,[Call Test] [VoNR VoLTE] [Duration] SIP Setup Duration (Invite~200OK),[Call Test] [Misc] [Mobile] IMEI,[Call Test] [Throughput] Application DL TP,[General] Serving Network (In Traffic),[Call Test] [HTTP Transfer] HTTP Transfer Call Event,[Call Test] [KR PS-LTE] [SMS] [Timestamp] SIP Message,[Packet Data] [SIP] UL/DL,[Packet Data] [SIP] Request Method,[Packet Data] [SIP] Status,[Packet Data] [SIP] 200 OK - Method,[Call Test] [Voice or Video Call] Call Result,[Call Test] [Voice or Video Call] Orig/Term,[Call Test] [Voice or Video Call] Result & Reason,[LTE] [L1] [RF] PCI,[LTE] [L1] [RF] RSRP,[Event] Total Call Result,[Event] Voice Call Event,[Event] [Event Occurrence Count] Call Completed #,[Event] [Event Occurrence Count] Outgoing Call Setup Fail #,[Event] [Event Occurrence Count] Call Dropped #,[Event] [Event Occurrence Count] Call Start #,[Call Test] [Voice or Video Call] [Duration] Traffic Duration (LoggingTool),[NR5G] [RF] PCI,[Call Test] [Voice Quality] [Per Rx Clip] [RF Quality] 5G RSRP,[Call Test] [Voice Quality] [Sampled Values] MOS (POLQA),[WiFi] On Off,[WiFi] Connect State,[WiFi] [Serving AP] RSSI,[WiFi] [Serving AP] Frequency,[WiFi] [Serving AP] Link Speed,[Call Test] [VoNR VoLTE] [Handover] Rx RTP Delay (Control Plane),[Call Test] [Voice or Video Call] Call Type,[Event] [Event Occurrence Count] Handover OK #,[Mobile Info] [Android] [Radio] Network Type (Data Svc)
20,1,,,-121.9331852,47.5260322,2026-01-27 02:20:08.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,NR NSA,,,,,,,,,,0,,,,,,,,,594,,,On,Connected,-61.000000,2437,32,,,,IWLAN
21,1,,,-121.9331852,47.5260322,2026-01-27 02:20:09.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,NR NSA,,,,,,,,,,0,,,,,,,,,594,,,On,Connected,-64.000000,2437,32,,,,IWLAN
22,1,,,-121.9331852,47.5260322,2026-01-27 02:20:10.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,NR NSA,,,,,,,,,,0,,,,,,,,,594,,,On,Connected,-64.000000,2437,32,,,,IWLAN
23,1,,,-121.9331852,47.5260322,2026-01-27 02:20:11.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,NR NSA,,,,,,,,,,0,,,,,,,,,594,,,On,Connected,-64.000000,2437,32,,,,IWLAN
24,1,,,-121.9331852,47.5260322,2026-01-27 02:20:12.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,NR NSA,,,,,,,,,,0,,,,,,,,,594,,,On,Connected,-65.000000,2437,29,,,,IWLAN
25,1,,,-121.9331852,47.5260322,2026-01-27 02:20:13.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,NR NSA,,,,,,,,,,0,,,,,,,,,594,,,On,Connected,-65.000000,2437,29,,,,IWLAN
26,1,,,-121.9331852,47.5260322,2026-01-27 02:20:14.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,NR NSA,,,,,,,,,,0,,,,,,,,,594,,,On,Connected,-65.000000,2437,29,,,,IWLAN
27,1,,,-121.9331852,47.5260322,2026-01-27 02:20:15.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,NR NSA,,,,,,,,,,0,,,,,,,,,594,,,On,Connected,-65.000000,2437,32,,,,IWLAN
28,1,,,-121.9331852,47.5260322,2026-01-27 02:20:16.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,NR NSA,,,,,,,,,,0,,,,,,,,,594,,,On,Connected,-65.000000,2437,32,,,,IWLAN
29,1,,,-121.9331852,47.5260322,2026-01-27 02:20:17.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,NR NSA,,,,,,,,,,0,,,,,,,,,594,,,On,Connected,-65.000000,2437,32,,,,IWLAN
30,1,,,-121.9331852,47.5260322,2026-01-27 02:20:18.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,NR NSA,,,,,,,,,,0,,,,,,,,,594,,,On,Connected,-65.000000,2437,49,,,,IWLAN
31,1,,,-121.9331852,47.5260322,2026-01-27 02:20:19.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,NR NSA,,,,,,,,,,0,,,,,,,,,594,,,On,Connected,-65.000000,2437,49,,,,IWLAN
32,1,,,-121.9331852,47.5260322,2026-01-27 02:20:20.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,NR NSA,,,,,,,,,,0,,,,,,,,,594,,4.341689,On,Connected,-65.000000,2437,49,,,,IWLAN
33,1,,,-121.9331852,47.5260322,2026-01-27 02:20:21.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,NR NSA,,,,,,,,,,0,,,,,,,,,594,,4.341689,On,Connected,-65.000000,2437,44,,,,IWLAN
34,1,,,-121.9331852,47.5260322,2026-01-27 02:20:22.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,NR NSA,,,,,,,,,,0,,,,,,,,,594,,4.341689,On,Connected,-65.000000,2437,44,,,,IWLAN
35,1,,,-121.9331852,47.5260322,2026-01-27 02:20:23.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,NR NSA,,,,,,,,,,0,,,,,,,,,594,,4.341689,On,Connected,-65.000000,2437,44,,,,IWLAN
36,1,,,-121.9331852,47.5260322,2026-01-27 02:20:24.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,NR NSA,,,,,,,,,,0,,,,,,,,,594,,4.341689,On,Connected,-66.000000,2437,44,,,,IWLAN
37,1,,,-121.9331852,47.5260322,2026-01-27 02:20:25.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,NR NSA,,,,,,,,,,0,,,,,,,,,594,,4.341689,On,Connected,-66.000000,2437,44,,,,IWLAN
38,1,,,-121.9331852,47.5260322,2026-01-27 02:20:26.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,NR NSA,,,,,,,,,,0,,,,,,,,,594,,4.341689,On,Connected,-66.000000,2437,44,,,,IWLAN
39,1,,,-121.9331852,47.5260322,2026-01-27 02:20:27.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,NR NSA,,,,,,,,,,0,,,,,,,,,594,,4.341689,On,Connected,-66.000000,2437,29,,,,IWLAN
40,1,,,-121.9331852,47.5260322,2026-01-27 02:20:28.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,,,,594,,4.341689,On,Connected,-66.000000,2437,29,,,,IWLAN
41,1,,,-121.9331852,47.5260322,2026-01-27 02:20:29.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,NR SA,,,,,,,,,,0,,,,,,,,,594,,4.341689,On,Connected,-66.000000,2437,29,,,,IWLAN
42,1,,,-121.9331852,47.5260322,2026-01-27 02:20:30.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,NR SA,,,,,,,,,,0,,,,,,,,,594,,,On,Connected,-65.000000,2437,28,,,,IWLAN
43,1,,,-121.9331852,47.5260322,2026-01-27 02:20:30.225,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-115.493488,,,,,,,,,,
44,1,,,-121.9331852,47.5260322,2026-01-27 02:20:31.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,NR SA,,,,,,,,,,0,,,,,,,,,594,,,On,Connected,-65.000000,2437,28,,,,IWLAN
45,1,,,-121.9331852,47.5260322,2026-01-27 02:20:32.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,NR SA,,,,,,,,,,0,,,,,,,,,594,,,On,Connected,-65.000000,2437,28,,,,IWLAN
46,1,,,-121.9331852,47.5260322,2026-01-27 02:20:33.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,NR SA,,,,,,,,,,0,,,,,,,,,594,,,On,Connected,-66.000000,2437,44,,,,IWLAN
47,1,,,-121.9331852,47.5260322,2026-01-27 02:20:34.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,NR SA,,,,,,,,,,0,,,,,,,,,594,,,On,Connected,-66.000000,2437,44,,,,IWLAN
48,1,,,-121.9331852,47.5260322,2026-01-27 02:20:35.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,NR SA,,,,,,,,,,0,,,,,,,,,594,,,On,Connected,-66.000000,2437,44,,,,IWLAN
49,1,,,-121.9331852,47.5260322,2026-01-27 02:20:36.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,NR SA,,,,,,,,,,0,,,,,,,,,594,,,On,Connected,-65.000000,2437,28,,,,IWLAN
50,1,,,-121.9331852,47.5260322,2026-01-27 02:20:37.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,NR SA,,,,,,,,,,0,,,,,,,,,594,,,On,Connected,-65.000000,2437,28,,,,IWLAN
51,1,,,-121.9331852,47.5260322,2026-01-27 02:20:38.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,NR SA,,,,,,,,,,0,,,,,,,,,594,,,On,Connected,-65.000000,2437,28,,,,IWLAN
52,1,,,-121.9331852,47.5260322,2026-01-27 02:20:39.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,NR SA,,,,,,,,,,0,,,,,,,,,594,,,On,Connected,-66.000000,2437,44,,,,IWLAN
53,1,,,-121.9331852,47.5260322,2026-01-27 02:20:40.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,NR SA,,,,,,,,,,0,,,,,,,,,594,,4.294624,On,Connected,-66.000000,2437,44,,,,IWLAN
54,1,,,-121.9331852,47.5260322,2026-01-27 02:20:41.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,NR SA,,,,,,,,,,0,,,,,,,,,594,,4.294624,On,Connected,-66.000000,2437,44,,,,IWLAN
55,1,,,-121.9331852,47.5260322,2026-01-27 02:20:42.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,NR SA,,,,,,,,,,0,,,,,,,,,594,,4.294624,On,Connected,-66.000000,2437,44,,,,IWLAN
56,1,,,-121.9331852,47.5260322,2026-01-27 02:20:43.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,NR SA,,,,,,,,,,0,,,,,,,,,594,,4.294624,On,Connected,-66.000000,2437,44,,,,IWLAN
57,1,,,-121.9331852,47.5260322,2026-01-27 02:20:44.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,NR SA,,,,,,,,,,0,,,,,,,,,594,,4.294624,On,Connected,-66.000000,2437,44,,,,IWLAN
58,1,,,-121.9331852,47.5260322,2026-01-27 02:20:45.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,NR SA,,,,,,,,,,0,,,,,,,,,594,,4.294624,On,Connected,-68.000000,2437,29,,,,IWLAN
59,1,,,-121.9331852,47.5260322,2026-01-27 02:20:46.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,NR SA,,,,,,,,,,0,,,,,,,,,594,,4.294624,On,Connected,-68.000000,2437,29,,,,IWLAN
60,1,,,-121.9331852,47.5260322,2026-01-27 02:20:47.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,NR SA,,,,,,,,,,0,,,,,,,,,594,,4.294624,On,Connected,-68.000000,2437,29,,,,IWLAN
61,1,,,-121.9331852,47.5260322,2026-01-27 02:20:48.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,NR SA,,,,,,,,,,0,,,,,,,,,594,,4.294624,On,Connected,-69.000000,2437,22,,,,IWLAN
62,1,,,-121.9331852,47.5260322,2026-01-27 02:20:49.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,NR SA,,,,,,,,,,0,,,,,,,,,594,,4.294624,On,Connected,-69.000000,2437,22,,,,IWLAN
63,1,,,-121.9331852,47.5260322,2026-01-27 02:20:50.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,NR SA,,,,,,,,,,0,,,,,,,,,594,,,On,Connected,-69.000000,2437,22,,,,IWLAN
64,1,,,-121.9331852,47.5260322,2026-01-27 02:20:50.335,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-120.510116,,,,,,,,,,
65,1,,,-121.9331852,47.5260322,2026-01-27 02:20:51.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,NR SA,,,,,,,,,,0,,,,,,,,,594,,,On,Connected,-68.000000,2437,14,,,,IWLAN
66,1,,,-121.9331852,47.5260322,2026-01-27 02:20:52.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,NR SA,,,,,,,,,,0,,,,,,,,,594,,,On,Connected,-68.000000,2437,14,,,,IWLAN
67,1,,,-121.9331852,47.5260322,2026-01-27 02:20:53.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,NR SA,,,,,,,,,,0,,,,,,,,,594,,,On,Connected,-68.000000,2437,14,,,,IWLAN
68,1,,,-121.9331852,47.5260322,2026-01-27 02:20:54.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,NR SA,,,,,,,,,,0,,,,,,,,,594,,,On,Connected,-66.000000,2437,14,,,,IWLAN
69,1,,,-121.9331852,47.5260322,2026-01-27 02:20:55.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,NR SA,,,,,,,,,,0,,,,,,,,,594,,,On,Connected,-66.000000,2437,14,,,,IWLAN
70,1,,,-121.9331852,47.5260322,2026-01-27 02:20:56.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,NR SA,,,,,,,,,,0,,,,,,,,,594,,,On,Connected,-66.000000,2437,14,,,,IWLAN
71,1,,,-121.9331852,47.5260322,2026-01-27 02:20:57.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,NR SA,,,,,,,,,,0,,,,,,,,,594,,,On,Connected,-66.000000,2437,14,,,,IWLAN
72,1,,,-121.9331852,47.5260322,2026-01-27 02:20:58.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,NR SA,,,,,,,,,,0,,,,,,,,,594,,,On,Connected,-66.000000,2437,14,,,,IWLAN
73,1,,,-121.9314830,47.5244923,2026-01-27 02:20:59.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,NR SA,,,,,,,,,,0,,,,,,,,,594,,,On,Connected,-66.000000,2437,14,,,,IWLAN
74,1,,,-121.9314830,47.5244923,2026-01-27 02:21:00.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,NR SA,,,,,,,,,,0,,,,,,,,,594,,1.110978,On,Connected,-68.000000,2437,14,,,,IWLAN
75,1,,,-121.9314830,47.5244923,2026-01-27 02:21:01.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,NR SA,,,,,,,,,,0,,,,,,,,,594,,1.110978,On,Connected,-68.000000,2437,14,,,,IWLAN
76,1,,,-121.9314830,47.5244923,2026-01-27 02:21:02.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,NR SA,,,,,,,,,,0,,,,,,,,,594,,1.110978,On,Connected,-68.000000,2437,14,,,,IWLAN
77,1,,,-121.9314830,47.5244923,2026-01-27 02:21:03.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,NR SA,,,,,,,,,,0,,,,,,,,,594,,1.110978,On,Connected,-64.000000,2437,14,,,,IWLAN
78,1,,,-121.9314830,47.5244923,2026-01-27 02:21:04.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,NR SA,,,,,,,,,,0,,,,,,,,,594,,1.110978,On,Connected,-64.000000,2437,14,,,,IWLAN
79,1,,,-121.9314830,47.5244923,2026-01-27 02:21:05.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,NR SA,,,,,,,,,,0,,,,,,,,,594,,1.110978,On,Connected,-64.000000,2437,14,,,,IWLAN
80,1,,,-121.9314830,47.5244923,2026-01-27 02:21:06.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,NR SA,,,,,,,,,,0,,,,,,,,,594,,1.110978,On,Connected,-64.000000,2437,14,,,,IWLAN
81,1,,,-121.9314830,47.5244923,2026-01-27 02:21:07.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,NR SA,,,,,,,,,,0,,,,,,,,,594,,1.110978,On,Connected,-64.000000,2437,14,,,,IWLAN
82,1,,,-121.9314830,47.5244923,2026-01-27 02:21:08.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,NR SA,,,,,,,,,,0,,,,,,,,,,,1.110978,On,Connected,-64.000000,2437,14,,,,IWLAN
83,1,,,-121.9314830,47.5244923,2026-01-27 02:21:09.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,NR SA,,,,,,,,,,0,,,,,,,,,,,1.110978,On,Connected,-67.000000,2437,14,,,,IWLAN
84,1,,,-121.9314830,47.5244923,2026-01-27 02:21:10.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,NR SA,,,,,,,,,,0,,,,,,,,,,,,On,Connected,-67.000000,2437,14,,,,IWLAN
85,1,,,-121.9314830,47.5244923,2026-01-27 02:21:10.396,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-123.574333,,,,,,,,,,
86,1,,,-121.9314830,47.5244923,2026-01-27 02:21:11.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,NR SA,,,,,,,,,,0,,,,,,,,,,,,On,Connected,-67.000000,2437,14,,,,IWLAN
87,1,,,-121.9314830,47.5244923,2026-01-27 02:21:12.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,NR SA,,,,,,,,,,0,,,,,,,,,,,,On,Connected,-69.000000,2437,14,,,,IWLAN
88,1,,,-121.9314830,47.5244923,2026-01-27 02:21:13.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,NR SA,,,,,,,,,,0,,,,,,,,,,,,On,Connected,-69.000000,2437,14,,,,IWLAN
89,1,,,-121.9314830,47.5244923,2026-01-27 02:21:14.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,NR SA,,,,,,,,,,0,,,,,,,,,,,,On,Connected,-69.000000,2437,14,,,,IWLAN
90,1,,,-121.9314830,47.5244923,2026-01-27 02:21:15.000,_20260126_181949_CH02_TMO_5GNR_WFC_REF_TC-172-R2.dml,,,,,,,,,,NR SA,,,,,,,,,,0,,,,,,,,,,,,On,Connected,-70.000000,2437,14,,,,IWLAN
