PC2,PC3
-1.7,3.6
-0.3,7.0
-3.6,5.3
-3.8,3.6
-2.9,3.8
-3.8,6.1
-1.0,7.5
-1.4,1.6
-2.5,1.2
-0.9,6.2
3.1,5.0
1.5,7.5
4.1,4.7
3.0,4.3
4.5,4.4
4.1,3.7
6.0,5.8
6.8,8.5
5.8,6.6
4.8,7.4
9.1,9.4
7.1,5.4
7.2,6.8
6.0,5.9
4.8,4.0
3.5,3.5
-0.4,3.2
0.8,2.9
-0.1,6.2
-2.1,0.2
3.3,1.8
3.9,3.2
2.2,4.7
2.0,3.6
7.7,3.3
8.3,8.3
7.2,5.5
6.7,5.7
9.5,6.4
10.5,7.7
10.4,7.6
7.4,7.1
6.7,6.1
8.4,7.5
9.4,5.3
9.6,6.5
9.5,9.3
8.9,6.5
7.8,3.0
-2.0,2.6
-3.4,-3.4
-4.7,-1.8
-1.0,-2.2
-3.1,-3.2
1.6,4.3
5.8,4.4
3.7,1.4
1.2,-0.9
0.3,-1.0
1.4,-0.1
3.4,4.3
4.3,6.7
2.2,5.4
5.9,2.4
4.4,5.3
8.2,7.3
3.5,2.9
-3.2,2.1
1.5,-3.4
-3.8,-2.0
-3.3,0.8
4.5,-3.3
2.3,3.2
-3.3,-7.9
1.5,-1.3
-5.0,-5.4
2.9,-2.0
-2.4,0.7
5.4,5.1
8.0,5.6
7.1,6.5
5.4,4.8
5.0,3.3
5.0,2.9
4.7,3.3
5.9,3.1
6.7,2.6
6.7,3.1
5.3,3.3
6.5,2.7
5.8,1.7
4.3,0.8
7.3,-3.4
1.0,-0.1
3.3,-3.4
-0.5,-3.3
1.2,-4.2
1.2,-1.5
2.2,-0.1
4.1,3.2
2.5,3.8
2.2,2.8
2.0,3.4
3.6,3.7
1.9,3.3
1.5,3.2
1.7,3.3
1.3,3.4
1.7,3.8
2.0,2.8
6.7,11.4
5.0,2.1
-1.4,-1.1
-3.7,-3.7
-3.7,-3.7
-3.9,-2.4
-5.1,-1.7
5.6,-2.4
1.2,2.4
4.7,7.1
0.8,0.8
0.9,1.0
5.2,6.7
10.5,6.5
7.9,9.2
10.9,5.8
8.3,6.8
11.7,8.8
9.5,7.9
14.1,9.8
13.2,13.3
12.8,12.4
13.8,11.9
14.3,14.8
12.8,11.8
9.5,9.2
10.3,10.1
9.1,8.0
11.1,4.4
8.4,6.8
12.3,9.8
13.4,12.8
11.7,16.7
10.4,17.0
11.2,16.6
14.1,15.6
14.1,18.0
15.2,17.5
13.6,17.6
14.4,16.3
14.0,16.6
14.4,15.5
13.5,16.3
14.0,15.4
13.7,16.2
13.9,16.0
14.3,16.0
13.6,15.1
13.0,16.6
2.6,13.5
2.7,5.1
3.3,4.9
2.3,1.0
5.0,1.0
15.4,9.8
15.0,17.6
14.8,16.6
15.3,15.9
14.9,16.6
14.1,16.1
14.0,16.8
13.8,16.8
14.4,16.9
13.6,17.5
12.8,14.5
12.3,16.0
13.1,16.9
11.2,17.0
13.1,13.1
13.2,15.2
15.3,14.4
14.3,14.5
15.3,15.5
15.1,15.9
16.5,16.7
16.6,19.6
17.5,19.2
17.5,19.1
16.8,19.5
17.0,19.2
17.0,19.5
16.9,19.9
18.1,19.3
17.7,19.4
18.3,20.2
18.1,20.2
18.6,19.9
16.4,20.1
16.9,20.3
16.9,20.0
17.6,20.3
17.7,19.1
16.2,18.0
17.6,18.8
14.9,19.2
17.8,17.1
15.5,15.1
17.8,17.3
18.5,19.3
18.2,19.6
15.3,18.7
16.7,19.2
16.5,19.3
16.5,18.9
16.5,18.9
16.9,19.1
17.3,18.8
17.6,19.3
17.4,19.4
17.8,20.0
18.3,19.0
18.8,20.3
18.3,20.0
18.5,20.0
18.1,20.3
15.3,19.8
15.0,10.1
12.4,11.0
12.3,12.3
13.9,10.6
15.4,15.1
17.7,14.5
12.9,15.3
12.3,15.4
18.6,21.5
18.3,21.5
18.0,21.4
18.2,21.5
17.7,21.1
17.7,21.1
17.8,21.6
17.7,21.9
18.4,22.4
18.2,21.7
18.0,21.3
17.5,21.5
17.9,22.1
17.4,21.9
17.1,22.4
11.0,19.1
13.6,21.9
16.8,16.3
12.7,16.3
12.6,17.5
16.7,20.1
11.5,18.4
16.3,19.8
14.4,19.6
16.6,20.6
16.7,19.8
17.3,19.5
17.5,19.4
17.8,20.2
17.8,19.7
17.9,20.1
18.5,21.2
20.4,22.8
20.4,22.3
20.4,21.9
20.4,20.9
19.8,21.4
20.1,21.6
19.5,21.5
18.6,20.8
20.0,22.2
20.7,22.3
20.1,22.3
20.6,22.6
20.6,23.6
20.1,22.4
21.5,22.2
21.0,22.8
21.3,24.0
21.4,24.0
21.4,23.9
21.3,23.8
21.3,23.8
21.3,23.9
21.3,23.8
21.4,23.9
21.4,23.9
21.3,24.0
21.4,23.9
21.3,23.9
21.3,24.0
21.4,24.1
21.6,23.8
21.3,23.7
22.0,24.2
22.2,24.1
22.6,23.7
22.0,23.7
22.5,24.3
22.1,25.2
20.7,24.3
21.9,24.4
22.0,24.1
21.3,23.9
21.3,24.0
21.3,23.9
21.3,23.9
21.2,23.9
21.3,23.9
21.5,24.0
21.4,23.9
21.7,23.9
21.8,23.9
21.5,24.1
21.6,23.9
21.5,24.0
21.4,23.9
21.5,23.9
21.4,24.8
21.3,24.5
22.4,24.7
22.2,24.6
22.9,24.1
22.7,25.1
22.5,25.2
22.5,25.1
24.0,25.8
17.1,25.4
24.0,25.2
