DUT,REF
-11.0,-4.6
-9.2,-10.5
-6.5,-5.3
-8.0,-9.4
-11.2,-11.1
2.6,-4.1
-2.7,-5.8
-4.3,-9.5
-5.3,-8.7
-5.5,1.6
-5.8,-2.8
3.4,-2.3
1.3,-3.2
0.5,-3.3
1.1,-3.1
1.2,-3.8
1.5,-3.0
1.3,-3.6
1.4,-2.7
1.3,-2.9
1.0,-3.2
0.8,-3.5
2.3,-3.6
1.4,-5.3
3.7,-5.1
2.2,-2.8
1.9,-4.4
1.4,-4.5
1.9,-3.2
1.4,-3.2
0.5,-2.1
2.0,-3.7
1.4,-1.2
0.5,-2.7
0.9,-0.9
3.2,-2.8
1.3,-1.7
0.6,-2.9
0.3,-3.0
0.2,-2.1
0.1,-1.7
-0.2,-2.1
-0.9,-0.5
-0.3,-4.5
1.3,-2.8
1.6,-2.4
3.0,-2.9
3.5,-2.3
2.4,-2.9
1.2,-6.6
3.5,-8.5
6.2,-6.8
2.7,-7.6
0.8,-5.8
0.6,-5.7
0.6,-5.4
1.4,-4.8
1.0,-7.6
1.4,-2.7
2.1,-0.1
5.8,-5.1
2.0,-5.6
1.6,-3.3
0.8,-7.1
-1.0,-4.5
0.9,-4.2
-2.4,-1.9
0.4,-3.8
1.1,-6.3
-0.5,-7.1
-0.3,-6.0
-1.1,-2.1
0.5,-0.9
6.1,-0.3
8.1,-4.0
8.1,-3.6
4.9,-3.8
2.6,-4.2
6.5,-9.7
5.0,-5.0
5.1,-8.8
5.2,-13.1
2.8,-11.5
-5.8,-10.4
-4.2,-10.6
1.4,-11.5
-0.2,-13.9
1.3,-6.7
0.5,-7.7
1.4,-2.2
-0.3,1.4
5.6,0.7
8.2,4.2
7.2,5.2
10.5,7.1
12.9,7.3
13.6,8.2
14.8,10.8
15.8,10.1
16.7,12.0
16.8,12.4
18.1,14.1
19.0,13.5
18.7,15.0
19.7,15.0
19.9,17.4
19.8,15.0
20.2,14.0
20.1,14.7
20.0,17.7
20.1,20.0
20.1,20.5
20.0,20.6
20.0,20.6
20.2,20.6
20.2,20.5
20.2,20.6
20.1,20.6
20.1,20.8
20.1,20.9
20.2,20.9
20.2,20.8
20.1,20.8
20.1,21.0
20.3,20.6
20.3,20.5
20.3,20.6
20.5,20.0
20.3,19.1
20.3,18.3
20.1,17.8
20.1,17.3
20.0,16.7
19.0,17.0
16.5,18.8
19.0,20.3
20.2,20.8
20.7,21.0
20.9,21.0
21.0,20.7
21.0,20.8
21.0,20.8
21.0,20.9
21.0,21.0
21.0,20.8
21.0,20.6
21.0,21.2
21.0,21.5
21.0,21.2
21.0,21.5
21.1,21.7
21.1,21.6
21.1,21.6
21.2,21.7
21.2,21.5
21.3,21.9
21.5,21.6
21.2,21.9
21.4,21.8
21.6,21.7
21.6,21.2
21.3,21.6
21.3,21.7
21.5,21.9
21.5,22.3
21.7,22.6
21.9,22.3
21.8,22.9
22.0,22.9
21.9,22.2
21.9,23.2
21.9,23.3
21.9,22.5
22.0,23.4
22.0,23.9
22.1,24.1
22.1,23.9
22.1,24.4
22.2,23.8
22.0,23.7
22.0,23.6
22.1,23.0
22.5,23.7
22.0,24.1
22.3,24.2
22.5,33.0
22.7,36.7
22.5,28.7
22.5,
