DUT,REF
0.0,-5.1
-1.7,-8.9
-3.0,-6.9
-6.6,-7.0
7.6,-6.3
1.9,-3.7
-0.7,-0.4
-2.0,-3.5
4.6,-6.0
2.1,-5.8
4.1,-5.5
3.6,-5.1
3.4,-4.4
2.7,-5.3
1.8,-4.8
1.6,-4.0
1.9,-5.1
1.7,-5.6
1.2,-4.2
2.1,-9.9
4.1,-9.0
6.3,-9.9
5.7,-10.4
0.3,-9.8
1.6,-7.7
0.5,-5.7
-1.0,-5.9
-2.1,-4.9
-2.2,-7.3
-0.9,-9.2
0.0,-7.4
-0.9,-3.6
2.5,-0.8
7.1,-1.4
9.1,-3.9
9.1,-4.0
5.1,-5.1
4.2,-4.3
7.8,-6.2
4.9,-10.4
6.0,-7.8
3.5,-6.5
4.4,-8.7
7.4,-12.4
5.6,-13.2
1.1,-15.0
-3.7,-11.1
-3.4,-14.4
1.0,-11.8
-0.3,-11.2
-1.0,-11.2
2.5,-8.1
0.8,-1.5
-1.7,2.1
4.1,2.7
8.4,6.0
7.4,7.9
9.8,9.4
13.1,9.4
13.9,12.1
14.4,12.1
15.3,13.6
16.2,13.9
17.4,15.1
19.0,16.2
18.5,16.0
19.0,16.7
19.9,16.9
19.9,14.7
20.0,17.0
20.0,19.3
20.1,20.2
20.1,20.2
20.0,20.2
20.1,20.2
20.1,20.1
20.1,20.2
20.1,20.2
20.1,20.3
20.1,20.6
20.1,20.5
20.1,20.5
20.1,20.5
20.2,20.8
20.2,20.8
20.3,20.6
20.5,20.7
20.6,20.2
20.4,19.2
20.3,18.0
20.1,17.7
20.0,18.3
20.1,18.4
19.9,16.9
19.9,16.8
18.9,17.1
17.2,18.2
18.5,19.7
20.1,19.8
20.3,20.8
20.7,21.1
20.9,21.1
21.0,19.8
21.0,21.0
21.0,21.0
21.1,20.9
21.1,20.8
21.0,21.0
21.0,20.8
21.0,21.0
21.0,21.0
21.0,21.4
21.0,21.5
21.0,21.1
21.1,21.6
21.1,21.7
21.2,21.7
21.2,21.6
21.2,21.7
21.1,21.8
21.2,21.9
21.4,21.7
21.5,21.4
21.1,21.8
21.0,21.6
21.3,21.5
21.1,21.9
21.3,21.7
21.5,20.7
21.5,21.7
21.4,21.6
21.3,21.1
21.3,21.6
21.3,21.6
21.5,21.5
21.6,22.2
21.6,22.5
21.8,22.7
21.9,22.8
21.9,22.9
21.9,22.2
21.9,22.9
21.9,23.0
21.9,23.1
22.0,23.1
22.0,23.3
22.0,23.4
22.0,23.7
22.0,23.6
22.0,23.7
22.0,23.9
22.1,23.8
22.1,23.3
22.0,23.4
22.0,23.7
22.0,23.3
22.2,23.5
22.1,23.5
22.0,23.2
22.1,23.8
22.7,26.3
22.3,28.1
22.8,33.6
22.9,
22.9,
22.9,
