DUT,REF
6.0,2.4
0.8,-2.0
0.3,-4.4
0.5,-5.3
-1.3,-4.9
-5.2,-8.7
4.0,-6.5
1.6,-8.2
2.4,-5.9
1.8,-6.3
3.1,-4.2
3.5,-4.6
3.5,-6.1
3.8,-5.7
4.3,-6.0
3.7,-6.1
3.3,-4.1
3.4,-4.3
1.7,-8.6
2.4,-8.7
5.0,-8.5
6.2,-9.4
1.6,-9.2
3.5,-10.5
1.5,-6.8
-0.5,-3.7
-2.3,-3.5
1.3,-5.7
-0.1,-6.6
-1.9,-8.6
-1.5,-4.4
-0.6,-0.7
5.4,0.4
8.3,-2.2
9.4,-3.0
7.5,-2.8
4.6,-4.4
7.5,-9.8
4.6,-2.7
3.9,-7.3
5.8,-11.3
4.8,-13.1
-2.2,-13.3
-3.0,-13.3
0.6,-12.7
-0.1,-10.5
1.5,-15.8
1.9,-7.7
0.6,-6.4
2.4,0.4
-0.2,1.6
5.2,2.8
8.2,3.9
7.5,6.1
8.2,7.7
11.6,7.6
13.2,9.1
14.3,9.1
15.3,11.3
15.4,10.9
15.5,12.2
15.9,12.3
16.7,13.7
17.4,12.9
19.2,16.1
19.4,16.9
19.3,16.2
19.9,16.6
20.0,16.2
20.0,15.3
20.1,17.0
20.1,18.4
20.1,20.2
20.1,20.3
20.1,20.2
20.3,20.2
20.3,20.1
20.2,20.3
20.2,20.4
20.2,20.3
20.3,20.5
20.2,20.5
20.1,20.6
20.1,20.6
20.3,20.8
20.5,20.5
20.4,20.1
20.3,19.1
20.2,18.2
20.1,18.6
20.0,18.0
19.9,17.9
20.0,16.2
19.8,17.3
17.2,17.6
18.0,19.7
19.7,20.5
20.4,20.4
20.8,21.1
21.0,21.2
21.0,21.2
21.0,21.1
21.0,21.0
21.0,20.6
21.0,20.9
21.0,21.1
21.0,21.1
21.0,21.0
20.9,21.3
21.0,21.5
21.0,21.6
21.0,21.6
21.1,21.3
21.0,22.0
21.2,21.6
21.3,21.4
21.2,21.8
21.1,21.9
21.5,21.3
21.3,21.9
21.2,21.8
21.4,22.0
21.3,21.9
21.4,21.8
21.6,21.7
21.3,21.7
21.1,21.7
21.4,21.4
21.4,22.2
21.6,22.2
21.7,22.7
21.8,22.9
21.7,23.0
21.8,22.6
22.0,23.1
21.9,23.0
21.9,22.8
21.9,23.2
22.0,23.4
21.9,22.9
22.0,24.1
22.0,23.9
22.0,24.0
22.1,23.9
22.1,24.1
22.1,23.9
22.1,23.5
22.0,23.7
22.0,22.8
22.1,23.6
22.2,23.6
22.1,23.2
22.4,24.2
22.7,27.0
22.4,27.3
22.5,
22.0,
21.7,
