DUT,REF
8.2,2.4
7.1,-3.4
6.3,-7.6
6.9,-6.7
5.9,-9.4
6.1,-6.9
6.4,-8.3
6.7,-7.5
6.5,-7.6
7.1,-6.3
5.4,-6.9
6.4,-6.9
6.0,-7.2
6.2,-6.9
6.6,-5.3
7.3,-6.4
7.4,-6.1
7.1,-7.9
8.4,-6.1
8.8,-6.5
7.9,-6.4
8.5,-5.6
7.6,-6.7
7.9,-6.8
6.7,-5.4
6.6,-5.3
5.2,-4.9
6.6,-8.0
5.6,-6.4
6.3,-7.9
7.4,-11.1
7.5,-10.0
3.1,-12.5
3.7,-9.8
1.7,-9.5
0.9,-8.3
2.9,-7.4
5.9,-8.5
5.1,-8.2
-2.2,-8.2
-3.6,-5.3
-2.8,-8.4
-0.6,-6.2
0.1,-9.2
1.4,-9.8
1.6,-12.4
4.3,-6.7
8.1,-5.9
9.8,-2.5
9.8,-3.3
6.5,-6.4
9.8,-4.6
7.8,-6.1
8.5,-6.0
7.5,-7.4
7.3,-8.6
-0.2,-15.8
-1.9,-14.8
0.9,-16.2
3.0,-17.0
3.6,-15.4
1.8,-15.4
3.1,-16.3
2.4,-11.2
1.5,-4.9
8.3,0.6
10.4,0.8
9.4,-0.7
11.2,3.5
14.1,5.3
15.4,5.8
15.9,5.9
17.1,9.0
16.4,8.7
17.1,11.5
18.0,12.2
18.9,12.8
19.6,13.3
19.5,14.6
19.6,15.7
20.0,16.1
20.0,17.7
20.0,16.6
20.0,19.0
20.1,16.5
20.0,15.0
20.1,18.1
20.1,18.7
20.1,20.1
20.2,20.0
20.2,20.2
20.2,20.2
20.3,19.9
20.2,20.3
20.2,20.3
20.3,20.3
20.2,20.7
20.4,20.6
20.3,20.9
20.6,20.6
20.8,21.0
20.5,20.5
20.2,19.9
20.1,18.6
20.1,17.8
20.0,18.7
17.8,17.2
19.6,17.2
20.4,18.9
20.9,20.5
21.0,20.9
21.0,20.9
21.0,20.9
21.1,20.6
21.1,20.6
21.0,20.8
21.0,20.8
21.0,20.7
21.0,21.1
21.0,21.3
21.0,21.3
21.1,21.3
21.2,21.6
21.3,21.3
21.5,21.6
21.6,21.7
21.5,20.8
21.4,21.7
21.4,21.6
21.7,21.1
21.5,21.6
21.3,21.4
21.5,21.1
21.6,21.4
21.8,21.8
21.9,21.6
21.9,22.5
21.9,22.7
22.0,21.8
21.9,22.8
22.0,23.3
22.0,22.4
22.0,23.4
22.1,24.0
22.2,23.5
22.1,23.6
22.0,23.7
22.0,23.3
22.4,23.3
22.1,23.5
22.7,23.2
22.5,23.8
22.9,30.5
22.5,37.3
22.2,25.8
22.9,
23.0,
22.9,
23.0,
23.0,
