DUT,REF
9.5,13.9
8.0,4.0
15.0,11.1
10.0,11.9
17.5,12.0
19.0,12.3
18.8,11.6
18.0,11.1
15.8,12.1
17.6,11.7
17.8,12.1
18.2,10.9
17.8,12.3
18.5,13.2
18.1,11.2
18.6,12.2
18.2,12.7
17.4,11.7
16.4,14.0
18.5,14.5
18.5,14.3
18.9,13.5
18.4,6.2
18.9,6.4
17.1,12.2
14.0,13.2
16.9,5.0
18.1,11.5
14.4,5.5
18.0,13.6
14.6,15.0
17.2,15.0
19.0,15.0
19.0,14.9
19.0,14.8
18.9,15.0
18.7,14.8
18.6,14.7
18.8,14.7
18.6,14.8
18.5,14.9
18.9,15.0
18.9,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.2,15.0
20.0,15.0
19.7,15.0
19.0,15.0
19.0,15.0
19.1,15.0
19.1,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
18.6,15.0
18.6,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.1,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.1,15.0
19.0,15.0
18.3,15.0
18.0,15.0
18.0,15.0
18.0,15.0
18.0,15.0
18.0,15.0
18.0,15.0
18.0,15.0
18.0,15.0
18.3,15.0
18.0,15.0
18.3,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.2,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
18.2,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.0,15.0
19.2,
19.0,
19.0,
19.0,
19.1,
19.1,
19.5,
19.2,
19.2,
19.2,
19.2,
19.4,
19.0,
19.0,
19.0,
19.1,
19.2,
19.4,
19.3,
19.3,
19.3,
19.1,
19.4,
