DUT,REF
15.2,17.2
16.0,16.0
17.1,18.5
18.2,17.4
18.2,17.7
18.2,17.9
18.2,17.8
18.2,17.7
18.2,17.8
18.1,17.6
18.2,17.9
18.2,17.7
18.2,17.7
18.7,17.7
18.8,18.2
18.7,18.2
18.7,18.0
18.6,18.5
18.6,18.4
18.7,18.6
18.7,18.6
18.7,18.7
18.5,18.5
18.7,18.5
18.8,18.3
18.7,18.5
18.7,18.2
18.7,18.3
18.4,18.5
17.4,18.3
17.6,18.1
17.9,16.1
15.7,16.5
15.9,16.2
15.9,15.0
18.6,14.2
18.7,15.0
18.5,17.9
18.1,18.2
18.5,17.3
18.5,17.6
18.0,17.5
18.4,17.8
18.5,16.9
18.5,16.6
18.6,17.3
18.4,17.4
18.6,17.4
18.7,17.2
18.7,17.3
18.8,17.4
18.8,18.3
18.9,18.7
19.1,18.7
18.9,18.7
18.9,18.3
18.9,18.7
19.0,18.8
19.0,18.7
19.0,18.6
19.1,18.7
19.0,18.8
19.3,18.7
19.5,18.7
19.6,18.9
19.8,19.0
19.9,19.0
19.7,19.1
19.7,19.3
19.7,18.8
19.5,19.2
19.4,19.1
19.4,19.2
19.7,19.1
19.9,19.2
20.1,19.2
20.1,19.4
20.0,19.4
20.0,19.5
19.9,19.3
20.0,19.3
20.2,19.3
20.1,19.1
20.1,19.2
20.1,19.1
20.3,19.0
20.3,19.3
20.6,19.3
20.4,19.5
20.3,19.5
20.3,19.3
20.3,19.3
20.4,19.4
20.4,19.6
20.6,19.7
20.7,19.7
20.7,20.0
20.7,20.1
20.8,20.0
20.9,20.2
20.9,20.2
20.9,20.3
20.9,20.3
20.6,20.1
20.8,20.2
20.9,20.4
20.9,20.4
20.9,20.4
20.9,19.9
20.8,20.1
20.6,19.5
20.7,20.1
20.7,20.0
20.6,20.2
20.6,20.0
20.4,20.0
20.6,20.1
20.7,20.0
20.6,20.0
20.5,20.1
20.1,20.1
20.1,19.2
20.2,19.2
20.6,19.3
20.1,19.4
20.3,19.1
20.6,18.5
20.7,19.7
20.9,20.0
20.7,19.7
20.9,20.1
20.8,20.3
20.7,20.3
20.8,20.4
20.8,20.3
20.8,20.2
20.9,20.2
21.0,20.2
21.0,20.2
21.0,20.4
21.0,20.4
21.0,20.3
21.0,20.7
21.0,21.0
21.0,20.8
21.0,21.0
21.0,21.0
21.0,21.0
21.0,21.0
21.0,21.0
21.0,21.0
21.0,20.9
21.0,20.9
21.0,21.0
21.0,21.0
21.0,21.0
21.0,20.4
21.0,21.0
21.0,21.0
21.0,21.0
21.0,21.0
21.0,21.0
21.0,21.0
21.0,20.9
21.0,21.0
21.0,21.0
21.0,21.0
21.0,21.0
21.0,21.0
21.0,20.9
21.0,20.9
21.0,20.9
21.0,20.9
21.0,20.7
21.0,20.5
21.0,20.5
21.0,20.4
21.0,20.4
21.0,20.4
21.0,20.5
21.0,20.5
21.0,20.5
21.0,20.0
21.0,20.4
21.0,20.4
21.0,20.2
21.0,20.5
21.0,20.4
21.0,20.6
21.0,20.7
,20.7
,20.4
