DUT,REF
3.3,0.6
0.8,2.9
1.2,-2.7
-1.0,7.3
1.0,-0.4
9.5,-5.9
9.1,-9.3
6.5,-9.2
7.0,-7.5
7.9,-7.7
7.2,-7.9
6.9,-6.9
7.4,-9.2
7.7,-8.0
7.1,-7.1
6.5,-5.5
6.5,-5.9
7.2,-6.7
8.2,-7.7
7.4,-8.0
7.6,-8.1
6.5,-9.7
4.5,-8.2
5.3,-12.1
10.9,-9.9
9.2,-12.5
9.4,-12.0
5.8,-12.0
2.9,-11.1
2.9,-11.8
4.0,-11.0
3.9,-7.6
2.7,-7.6
4.6,-7.2
5.2,-7.1
3.0,-9.4
1.6,-10.4
0.8,-9.0
3.3,-6.3
4.2,-2.3
10.5,-1.6
11.3,-3.6
10.1,-4.3
4.4,-6.8
9.7,-10.1
9.1,-11.2
8.7,-9.2
8.2,-10.2
7.8,-16.0
8.9,-15.7
1.1,-15.2
-3.1,-16.8
-1.2,-14.3
2.8,-13.8
4.3,-17.0
5.4,-14.6
1.9,-9.9
3.7,-4.4
1.8,-1.6
5.4,-0.7
10.8,0.5
11.4,1.1
9.8,5.5
12.2,5.3
13.6,5.9
14.2,9.0
15.6,8.8
16.4,11.7
16.8,10.5
16.4,13.7
17.5,13.4
18.2,15.3
19.3,15.5
19.2,16.1
19.4,15.1
19.9,15.9
19.9,15.6
19.8,15.6
20.0,15.6
20.0,17.1
20.0,18.6
20.1,20.0
20.1,20.1
20.1,20.0
20.1,20.2
20.2,20.3
20.2,20.2
20.2,20.3
20.1,20.2
20.1,20.3
20.1,20.5
20.3,20.7
20.2,20.4
20.2,20.5
20.3,20.8
20.5,20.6
20.7,20.7
20.6,20.3
20.6,19.4
20.3,18.3
20.1,18.5
20.1,18.4
20.0,18.3
20.0,17.6
19.9,17.0
17.5,19.0
19.4,20.2
20.2,20.5
20.7,20.7
21.0,21.1
21.0,21.1
21.0,20.8
21.0,20.9
21.0,20.6
21.0,20.9
21.0,20.9
21.0,20.8
21.0,21.2
21.0,21.3
21.0,21.5
21.0,21.5
21.0,21.6
21.0,21.7
21.2,21.6
21.2,21.6
21.2,21.9
21.2,21.8
21.5,21.7
21.3,21.7
21.4,21.7
21.4,21.9
21.4,21.4
21.5,21.7
21.5,21.6
21.5,21.6
21.2,21.6
21.3,21.8
21.6,22.2
21.6,22.4
21.9,22.8
21.8,22.3
22.0,21.3
21.9,23.0
22.0,23.1
22.0,23.1
21.9,23.3
22.0,22.5
22.0,23.6
22.0,23.8
22.0,24.4
22.0,24.0
22.2,23.8
22.1,23.4
22.2,23.6
22.0,23.8
22.0,23.5
22.3,23.6
22.3,24.0
22.2,23.5
22.6,30.2
22.5,36.1
22.3,30.3
22.3,
22.7,
22.3,
22.8,
22.9,
22.9,
22.9,
22.8,
22.9,
22.9,
