[LTE] [L1] [RF] PCI,[LTE] [L1] [RF] RSRP,[LTE] [L1] [RF] RS SINR,[General] Band Classification,[General] Serving Network (In Traffic),[NR5G] [RF] PCI,[NR5G] [RF] RSRP,[NR5G] [RF] SINR,[Call Test] [iPerf] [Throughput] DL Jitter,[Call Test] [iPerf] [Throughput] DL Error Ratio,[Call Test] [iPerf] [Call Average] [Jitter and Error] UL Jitter,[Call Test] [iPerf] [Call Average] [Jitter and Error] UL Error Ratio,[Event] [Data call test detail events] FTP Call Event,[Event] [Data call test detail events] HTTP Call Event,[Call Test] [HTTP Transfer] HTTP Transfer Call Event,[Event] [Data call test detail events] IPERF Call Event,[Event] [Data call test detail events] Ping Call Event,[Call Test] [HTTP] Total duration,[Call Test] [PING] Loss Count,[Call Test] [PING] [RTT] RTT,[NR5G] [(NR + LTE)] [Throughput] PDSCH TP,[NR5G] [(NR + LTE)] [Throughput] PUSCH TP
,,,N41(40)+N71(x)+N25(x)+N41(x),NR SA,902,-68.800000,16.800000,,,,,,,,,,,,,455.636,3.082
,,,N41(40)+N71(x)+N25(x)+N41(x),NR SA,902,-67.740000,17.860000,,,,,,,,,,,,,0.000,1.853
,,,N41(40)+N71(x)+N25(x)+N41(x),NR SA,902,-66.180000,18.240000,,,,,,,,,,,,,100.201,1.322
,,,N41(40)+N71(x)+N25(x)+N41(x),NR SA,902,-70.070000,16.300000,,,,,,,,,,,,,3.007,0.381
,,,N41(40)+N71(x)+N25(x)+N41(x),NR SA,902,-70.160000,16.840000,,,,,,,,,,,,,0.019,0.236
,,,N41(40)+N71(x)+N25(x)+N41(x),NR SA,902,-70.000000,17.290000,,,,,,,,,,,,,0.000,
,,,N41(40)+N71(x)+N25(x)+N41(x),NR SA,902,-68.780000,20.330000,,,,,,,,,,,,,0.007,0.062
,,,N41(40)+N71(x)+N25(x)+N41(x),NR SA,902,-66.510000,22.320000,,,,,,,,,,,,,0.127,0.199
,,,N41(40)+N71(x)+N25(x)+N41(x),NR SA,902,-65.930000,22.560000,,,,,,,,,,,,,0.000,0.394
,,,N41(40)+N71(x)+N25(x)+N41(x),NR SA,902,-64.990000,22.450000,,,,,,,,,,,,,0.005,0.239
,,,,NR SA,,,,,,,,,,,,,,,,,
,,,,NR SA,,,,,,,,,,,,,,,,,
,,,,NR SA,,,,,,,,,,,,,,,,,
,,,,NR SA,,,,,,,,,,,,,,,,,
,,,,NR SA,,,,,,,,,,,,,,,,,
,,,,NR SA,,,,,,,,,,,,,,,,,
,,,,NR SA,,,,,,,,,,,,,,,,,
,,,,NR SA,,,,,,,,,,,,,,,,,
,,,N41(40),NR SA,902,-64.860000,21.120000,,,,,,,,,,,,,0.001,0.082
,,,N41(40),NR SA,902,-61.890000,21.290000,,,,,,,,,,,,,0.022,0.067
,,,N41(40),NR SA,902,-63.560000,20.690000,,,,,,,,,,,,,0.142,0.218
,,,N41(40),NR SA,902,-64.110000,21.410000,,,,,,,,,,,,,0.207,0.230
,,,N41(40),NR SA,902,-64.020000,21.870000,,,,,,,,,,,,,0.086,0.067
,,,N41(40),NR SA,902,-65.630000,20.680000,,,,,,,,,,,,,0.009,0.002
,,,N41(40)+N71(x)+N25(x)+N41(x),NR SA,902,-64.400000,21.290000,,,,,,,,,,,,,0.055,0.676
,,,N41(40)+N71(x)+N25(x)+N41(x),NR SA,902,-64.920000,21.180000,,,,,,,,,,,,,5.593,0.684
,,,N41(40)+N71(x)+N25(x)+N41(x),NR SA,902,-67.430000,21.050000,,,,,,,,,,,,,182.520,1.491
,,,N41(40)+N71(x)+N25(x)+N41(x),NR SA,902,-69.480000,20.560000,,,,,,,,,,,,,351.849,2.529
,,,N41(40)+N71(x)+N25(x)+N41(x),NR SA,902,-68.930000,21.230000,,,,,,,,,,,,,49.532,1.554
,,,N41(40)+N71(x)+N25(x)+N41(x),NR SA,902,-68.720000,20.500000,,,,,,,,,,,,,92.137,0.767
