[LTE] [L1] [RF] PCI,[LTE] [L1] [RF] RSRP,[LTE] [L1] [RF] RS SINR,[General] Band Classification,[General] Serving Network (In Traffic),[NR5G] [RF] PCI,[NR5G] [RF] RSRP,[NR5G] [RF] SINR,[Call Test] [iPerf] [Throughput] DL Jitter,[Call Test] [iPerf] [Throughput] DL Error Ratio,[Call Test] [iPerf] [Call Average] [Jitter and Error] UL Jitter,[Call Test] [iPerf] [Call Average] [Jitter and Error] UL Error Ratio,[Event] [Data call test detail events] FTP Call Event,[Event] [Data call test detail events] HTTP Call Event,[Call Test] [HTTP Transfer] HTTP Transfer Call Event,[Event] [Data call test detail events] IPERF Call Event,[Event] [Data call test detail events] Ping Call Event,[Call Test] [HTTP] Total duration,[Call Test] [PING] Loss Count,[Call Test] [PING] [RTT] RTT,[NR5G] [(NR + LTE)] [Throughput] PDSCH TP,[NR5G] [(NR + LTE)] [Throughput] PUSCH TP
,,,,,,,,,,,,,,,,,,,,,
,,,N41(x),,902,-66.170000,16.870000,,,,,,,,,,,,,,
,,,N41(x),,902,-63.860000,17.790000,,,,,,,,,,,,,,
,,,N41(x),,902,-65.790000,20.640000,,,,,,,,,,,,,0.000,
,,,N41(x),,902,-66.240000,17.300000,,,,,,,,,,,,,,
,,,N41(40),,902,-72.720000,17.550000,,,,,,,,,,,,,0.267,0.754
,,,N41(40)+N71(x)+N25(x)+N41(x),,902,-70.410000,17.920000,,,,,,,,,,,,,0.209,0.253
,,,N41(40)+N71(x)+N25(x)+N41(x),,902,-69.780000,17.520000,,,,,,,,,,,,,0.024,0.034
,,,N41(40)+N71(x)+N25(x)+N41(x),,902,-70.880000,18.040000,,,,,,,,,,,,,0.000,
,,,N41(40)+N71(x)+N25(x)+N41(x),,902,-78.820000,9.500000,,,,,,,,,,,,,0.000,0.394
,,,N41(40)+N71(x)+N25(x)+N41(x),NR SA,902,-81.120000,9.580000,,,,,,,,,,,,,0.009,0.039
,,,N41(40)+N71(x)+N25(x)+N41(x),NR SA,902,-72.300000,18.060000,,,,,,,,,,,,,0.033,0.038
,,,N41(40)+N71(x)+N25(x)+N41(x),NR SA,902,-70.640000,17.770000,,,,,,,,,,,,,0.021,0.187
,,,N41(40)+N71(x)+N25(x)+N41(x),NR SA,902,-71.760000,17.360000,,,,,,,,,,,,,0.000,0.114
,,,N41(40)+N71(x)+N25(x)+N41(x),NR SA,902,-70.890000,19.220000,,,,,,,,,,,,,0.574,0.836
,,,N41(40)+N71(x)+N25(x)+N41(x)+N71(x),NR SA,902,-81.130000,11.110000,,,,,,,,,,,,,0.003,0.207
,,,N41(40)+N25(x)+N41(x)+N71(x),NR SA,902,-74.230000,13.940000,,,,,,,,,,,,,0.000,
,,,N41(40)+N25(x)+N41(x)+N71(x),NR SA,902,-74.020000,13.020000,,,,,,,,,,,,,0.001,
,,,N41(40)+N25(x)+N41(x)+N71(x),NR SA,902,-76.050000,11.840000,,,,,,,,,,,,,0.000,
,,,N41(40)+N25(x)+N41(x)+N71(x),NR SA,902,-84.040000,11.510000,,,,,,,,,,,,,0.000,
,,,N41(40)+N25(x)+N41(x)+N71(x),NR SA,902,-80.710000,16.400000,,,,,,,,,,,,,1.841,0.629
,,,N41(40)+N25(x)+N41(x)+N71(x),NR SA,902,-73.770000,18.560000,,,,,,,,,,,,,0.000,
,,,N41(40)+N25(x)+N41(x)+N71(x),NR SA,902,-77.140000,15.130000,,,,,,,,,,,,,0.000,
