[LTE] [L1] [RF] PCI,[LTE] [L1] [RF] RSRP,[LTE] [L1] [RF] RS SINR,[General] Band Classification,[General] Serving Network (In Traffic),[NR5G] [RF] PCI,[NR5G] [RF] RSRP,[NR5G] [RF] SINR,[Call Test] [iPerf] [Throughput] DL Jitter,[Call Test] [iPerf] [Throughput] DL Error Ratio,[Call Test] [iPerf] [Call Average] [Jitter and Error] UL Jitter,[Call Test] [iPerf] [Call Average] [Jitter and Error] UL Error Ratio,[Event] [Data call test detail events] FTP Call Event,[Event] [Data call test detail events] HTTP Call Event,[Call Test] [HTTP Transfer] HTTP Transfer Call Event,[Event] [Data call test detail events] IPERF Call Event,[Event] [Data call test detail events] Ping Call Event,[Call Test] [HTTP] Total duration,[Call Test] [PING] Loss Count,[Call Test] [PING] [RTT] RTT,[NR5G] [(NR + LTE)] [Throughput] PDSCH TP,[NR5G] [(NR + LTE)] [Throughput] PUSCH TP
,,,,,266,-99.060000,10.740000,,,,,,,,,,,,,0.000,0.000
,,,N41(100),,266,-101.250000,11.200000,,,,,,,,,,,,,0.001,0.001
,,,,,,,,,,,,,,,,,,,,0.000,
,,,N41(100),,266,-95.640000,16.520000,,,,,,,,,,,,,0.000,
,,,,,,,,,,,,,,,,,,,,,
,,,N41(100),,266,-96.090000,14.850000,,,,,,,,,,,,,0.000,
,,,,,,,,,,,,,,,,,,,,,
,,,N41(100),,266,-99.750000,14.440000,,,,,,,,,,,,,0.000,
,,,,,,,,,,,,,,,,,,,,0.000,
,,,N41(100),,266,-99.480000,12.790000,,,,,,,,,,,,,0.000,
,,,N41(100),NR SA,266,-97.120000,11.970000,,,,,,,,,,,,,0.000,
,,,,NR SA,,,,,,,,,,,,,,,,0.000,
,,,N41(100),NR SA,266,-98.480000,12.460000,,,,,,,,,,,,,0.000,
,,,,NR SA,,,,,,,,,,,,,,,,0.000,
,,,N41(100),NR SA,266,-96.130000,14.180000,,,,,,,,,,,,,0.000,
,,,,NR SA,,,,,,,,,,,,,,,,,
,,,N41(100),NR SA,266,-96.960000,14.120000,,,,,,,,,,,,,0.000,
,,,N41(100),NR SA,266,-96.620000,14.550000,,,,,,,,,,,,,0.000,
,,,,NR SA,,,,,,,,,,,,,,,,,
,,,N41(100),NR SA,266,-98.120000,17.020000,,,,,,,,,,,,,0.000,
,,,,NR SA,,,,,,,,,,,,,,,,0.000,
,,,N41(100),NR SA,266,-90.340000,17.410000,,,,,,,,,,,,,0.000,
,,,,NR SA,,,,,,,,,,,,,,,,0.000,
,,,N41(40),NR SA,266,-92.620000,19.620000,,,,,,,,,,,,,0.062,0.002
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,N41(40),NR SA,266,-94.960000,15.990000,,,,,,,,,,,,,0.022,0.044
,,,N41(40),NR SA,266,-92.390000,17.780000,,,,,,,,,,,,,0.058,0.075
,,,N41(40),NR SA,266,-94.300000,16.020000,,,,,,,,,,,,,0.041,0.103
,,,N41(40)+N41(40),NR SA,266,-93.900000,12.900000,,,,,,,,,,,,,0.668,0.428
,,,N41(40)+N41(40),NR SA,266,-94.410000,13.780000,,,,,,,,,,,,,54.116,0.720
,,,N41(40)+N41(40),NR SA,266,-95.830000,12.320000,,,,,,,,,,,,,204.992,1.408
,,,N41(40)+N41(40),NR SA,266,-95.130000,11.370000,,,,,,,,,,,,,259.711,1.750
,,,N41(40)+N41(40),NR SA,266,-95.590000,15.680000,,,,,,,,,,,,,88.075,0.727
,,,N41(40)+N41(40),NR SA,266,-93.620000,13.910000,,,,,,,,,,,,,0.001,0.006
,,,N41(40)+N41(40),NR SA,266,-97.270000,9.400000,,,,,,,,,,,,,0.095,0.182
,,,N41(40)+N41(40),NR SA,266,-98.470000,11.000000,,,,,,,,,,,,,0.031,0.043
,,,N41(40)+N41(40),NR SA,266,-95.880000,11.180000,,,,,,,,,,,,,0.003,0.008
,,,N41(40)+N41(40),NR SA,266,-95.020000,12.900000,,,,,,,,,,,,,0.000,0.001
,,,N41(40)+N41(40),NR SA,266,-93.600000,15.110000,,,,,,,,,,,,,0.074,0.098
,,,N41(40)+N41(40),NR SA,266,-91.870000,16.710000,,,,,,,,,,,,,0.068,0.075
,,,N41(40)+N41(40),NR SA,266,-96.130000,13.580000,,,,,,,,,,,,,0.000,0.001
,,,N41(40)+N41(40),NR SA,266,-95.370000,14.130000,,,,,,,,,,,,,0.000,0.004
,,,N41(40)+N41(40),NR SA,266,-91.400000,14.440000,,,,,,,,,,,,,0.064,0.078
,,,N41(40)+N41(40),NR SA,266,-96.430000,12.990000,,,,,,,,,,,,,0.000,
,,,N41(40)+N41(40),NR SA,266,-96.910000,13.650000,,,,,,,,,,,,,0.000,0.001
,,,N41(40)+N41(40),NR SA,266,-94.590000,16.080000,,,,,,,,,,,,,0.000,0.001
,,,N41(40)+N41(40),NR SA,266,-95.820000,12.120000,,,,,,,,,,,,,0.000,0.001
,,,N41(40)+N41(40),NR SA,266,-99.110000,13.390000,,,,,,,,,,,,,0.000,0.001
,,,N41(40)+N41(40),NR SA,266,-99.420000,10.480000,,,,,,,,,,,,,0.000,0.001
,,,N41(40)+N41(40),NR SA,266,-100.750000,10.960000,,,,,,,,,,,,,0.000,0.001
,,,N41(40)+N41(40),NR SA,266,-96.750000,12.480000,,,,,,,,,,,,,0.000,0.001
,,,N41(40)+N41(40),NR SA,266,-94.690000,12.160000,,,,,,,,,,,,,0.000,0.001
,,,N41(40)+N41(40),NR SA,266,-94.200000,12.990000,,,,,,,,,,,,,0.000,0.001
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,N41(40),NR SA,264,-97.920000,12.100000,,,,,,,,,,,,,0.002,0.037
,,,N41(40),NR SA,264,-97.930000,12.070000,,,,,,,,,,,,,0.039,0.054
,,,N41(40),NR SA,264,-98.570000,10.030000,,,,,,,,,,,,,0.065,0.106
,,,N41(40)+N41(40),NR SA,264,-100.660000,9.160000,,,,,,,,,,,,,0.302,0.252
,,,N41(40)+N41(40),NR SA,264,-98.380000,9.290000,,,,,,,,,,,,,61.060,0.682
,,,N41(40)+N41(40),NR SA,264,-97.260000,10.620000,,,,,,,,,,,,,294.074,1.849
,,,N41(40)+N41(40),NR SA,264,-95.780000,9.720000,,,,,,,,,,,,,265.158,1.803
,,,N41(40)+N41(40),NR SA,264,-98.300000,6.880000,,,,,,,,,,,,,0.002,0.008
,,,N41(40)+N41(40),NR SA,264,-97.110000,11.770000,,,,,,,,,,,,,0.099,0.167
,,,N41(40),NR SA,264,-99.930000,13.720000,,,,,,,,,,,,,0.078,0.079
,,,N41(40),NR SA,264,-96.690000,14.500000,,,,,,,,,,,,,0.003,0.005
,,,N41(40),NR SA,264,-94.980000,16.250000,,,,,,,,,,,,,0.000,0.003
,,,N41(40),NR SA,264,-95.290000,12.420000,,,,,,,,,,,,,0.000,0.001
,,,N41(40),NR SA,264,-95.580000,11.230000,,,,,,,,,,,,,0.000,0.001
,,,N41(40),NR SA,264,-96.220000,15.240000,,,,,,,,,,,,,0.000,
,,,N41(40),NR SA,264,-94.790000,17.290000,,,,,,,,,,,,,0.000,0.001
,,,N41(40),NR SA,264,-99.010000,14.830000,,,,,,,,,,,,,0.000,0.001
,,,N41(40),NR SA,264,-102.740000,8.890000,,,,,,,,,,,,,0.000,0.003
,,,N41(40),NR SA,264,-101.460000,14.890000,,,,,,,,,,,,,0.000,0.001
,,,N41(40),NR SA,264,-104.710000,11.180000,,,,,,,,,,,,,0.000,0.001
,,,N41(40),NR SA,264,-104.950000,9.130000,,,,,,,,,,,,,0.001,0.002
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,N41(40),NR SA,266,-101.210000,10.570000,,,,,,,,,,,,,0.001,0.030
,,,N41(40),NR SA,266,-100.060000,12.370000,,,,,,,,,,,,,0.029,0.044
,,,N41(40),NR SA,266,-100.010000,12.170000,,,,,,,,,,,,,0.067,0.127
,,,N41(40),NR SA,266,-98.560000,13.030000,,,,,,,,,,,,,0.467,0.385
,,,N41(40)+N41(40),NR SA,266,-98.550000,9.870000,,,,,,,,,,,,,78.044,0.804
,,,N41(40)+N41(40),NR SA,266,-96.700000,11.520000,,,,,,,,,,,,,319.785,2.081
,,,N41(40)+N41(40),NR SA,266,-98.680000,10.200000,,,,,,,,,,,,,219.836,1.531
,,,N41(40)+N41(40),NR SA,266,-100.390000,10.920000,,,,,,,,,,,,,0.002,0.004
,,,N41(40)+N41(40),NR SA,266,-99.570000,10.070000,,,,,,,,,,,,,0.142,0.251
,,,N41(40)+N41(40),NR SA,266,-97.790000,8.370000,,,,,,,,,,,,,0.073,0.091
,,,N41(40)+N41(40),NR SA,266,-97.550000,10.910000,,,,,,,,,,,,,0.000,0.002
,,,N41(40)+N41(40),NR SA,266,-97.770000,10.980000,,,,,,,,,,,,,0.000,0.000
,,,N41(40)+N41(40),NR SA,266,-97.830000,13.010000,,,,,,,,,,,,,0.000,0.000
,,,N41(40)+N41(40),NR SA,266,-94.860000,13.300000,,,,,,,,,,,,,0.085,0.069
,,,N41(40)+N41(40),NR SA,266,-97.590000,13.090000,,,,,,,,,,,,,0.000,
,,,N41(40)+N41(40),NR SA,266,-96.900000,10.650000,,,,,,,,,,,,,0.007,0.007
,,,N41(40)+N41(40),NR SA,266,-99.820000,12.500000,,,,,,,,,,,,,0.000,0.000
,,,N41(40)+N41(40),NR SA,266,-98.380000,9.160000,,,,,,,,,,,,,0.007,0.008
,,,N41(40)+N41(40),NR SA,266,-95.090000,12.010000,,,,,,,,,,,,,0.000,
,,,N41(40)+N41(40),NR SA,266,-101.270000,9.290000,,,,,,,,,,,,,0.000,0.001
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,N41(40),NR SA,266,-96.000000,18.600000,,,,,,,,,,,,,0.001,0.007
,,,N41(40),NR SA,266,-98.300000,13.010000,,,,,,,,,,,,,0.018,0.049
,,,N41(40),NR SA,266,-97.960000,13.690000,,,,,,,,,,,,,0.087,0.118
,,,N41(40)+N41(40),NR SA,266,-98.920000,11.970000,,,,,,,,,,,,,0.298,0.294
,,,N41(40)+N41(40),NR SA,266,-94.660000,11.720000,,,,,,,,,,,,,106.237,0.953
,,,N41(40)+N41(40),NR SA,266,-95.740000,13.300000,,,,,,,,,,,,,362.392,2.342
,,,N41(40)+N41(40),NR SA,266,-95.210000,13.060000,,,,,,,,,,,,,179.816,1.219
,,,N41(40)+N41(40),NR SA,266,-96.700000,15.300000,,,,,,,,,,,,,0.012,0.028
,,,N41(40)+N41(40),NR SA,266,-95.480000,13.750000,,,,,,,,,,,,,0.172,0.206
,,,N41(40)+N41(40),NR SA,266,-97.750000,11.490000,,,,,,,,,,,,,0.003,0.009
,,,N41(40)+N41(40),NR SA,266,-97.760000,12.600000,,,,,,,,,,,,,0.000,0.001
,,,N41(40)+N41(40),NR SA,266,-98.050000,12.850000,,,,,,,,,,,,,0.000,0.000
,,,N41(40)+N41(40),NR SA,266,-96.680000,14.540000,,,,,,,,,,,,,0.000,
,,,N41(40)+N41(40),NR SA,266,-94.960000,16.150000,,,,,,,,,,,,,0.000,0.000
,,,N41(40)+N41(40),NR SA,266,-96.520000,15.430000,,,,,,,,,,,,,0.006,0.005
,,,N41(40)+N41(40),NR SA,266,-95.940000,19.470000,,,,,,,,,,,,,0.000,0.000
,,,N41(40)+N41(40),NR SA,266,-95.160000,17.440000,,,,,,,,,,,,,0.000,
,,,N41(40)+N41(40),NR SA,266,-95.210000,17.180000,,,,,,,,,,,,,0.007,0.009
,,,N41(40)+N41(40),NR SA,266,-96.830000,15.400000,,,,,,,,,,,,,0.210,0.445
,,,N41(40)+N41(40),NR SA,266,-97.220000,13.210000,,,,,,,,,,,,,0.025,0.290
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,N41(40),NR SA,266,-99.770000,11.040000,,,,,,,,,,,,,0.001,0.002
,,,N41(40),NR SA,266,-101.490000,11.990000,,,,,,,,,,,,,0.022,0.048
,,,N41(40),NR SA,266,-100.380000,15.270000,,,,,,,,,,,,,0.056,0.091
,,,N41(40),NR SA,266,-98.380000,13.310000,,,,,,,,,,,,,0.312,0.335
,,,N41(40)+N41(40),NR SA,266,-94.980000,15.190000,,,,,,,,,,,,,26.179,0.553
,,,N41(40)+N41(40),NR SA,266,-94.910000,14.950000,,,,,,,,,,,,,311.459,2.264
,,,N41(40)+N41(40),NR SA,266,-95.380000,17.010000,,,,,,,,,,,,,278.666,1.962
,,,N41(40)+N41(40),NR SA,266,-98.670000,12.180000,,,,,,,,,,,,,0.004,0.000
,,,N41(40)+N41(40),NR SA,266,-106.030000,9.300000,,,,,,,,,,,,,0.134,0.208
